NAME,B09019_011E,B09019_013E,B09019_009E,B09019_010E,state,congressional district,same_sex_couples_est,total_persons_in_couples,total_couples_est,same_sex_couple_rate,sogi_score_raw
"Congressional District 2 (118th Congress), Rhode Island",1419,1078,78974,103940,44,02,1248.5,185411,92705.5,0.013467377879413843,1.3467377879413842
"Congressional District 1 (118th Congress), South Carolina",969,1219,111648,169255,45,01,1094.0,283091,141545.5,0.007728963478174863,0.7728963478174863
"Congressional District 2 (118th Congress), South Carolina",2197,1053,112915,146425,45,02,1625.0,262590,131295.0,0.012376708937887962,1.2376708937887961
"Congressional District 3 (118th Congress), South Carolina",1088,1033,119193,151443,45,03,1060.5,272757,136378.5,0.0077761523993884665,0.7776152399388466
"Congressional District 4 (118th Congress), South Carolina",773,988,114054,157178,45,04,880.5,272993,136496.5,0.006450714853494412,0.6450714853494413
"Congressional District 5 (118th Congress), South Carolina",1040,825,115744,146820,45,05,932.5,264429,132214.5,0.007052932923393425,0.7052932923393425
"Congressional District 6 (118th Congress), South Carolina",1941,1136,113345,109446,45,06,1538.5,225868,112934.0,0.01362300104485806,1.3623001044858059
"Congressional District 7 (118th Congress), South Carolina",1533,582,121629,144174,45,07,1057.5,267918,133959.0,0.007894206436297672,0.7894206436297673
"Congressional District (at Large) (118th Congress), South Dakota",1079,635,121711,180867,46,00,857.0,304292,152146.0,0.00563274749254006,0.563274749254006
"Congressional District 1 (118th Congress), Tennessee",1330,1056,117305,155388,47,01,1193.0,275079,137539.5,0.00867387186953566,0.867387186953566
"Congressional District 2 (118th Congress), Tennessee",1421,1488,115918,160392,47,02,1454.5,279219,139609.5,0.01041834545643384,1.041834545643384
"Congressional District 3 (118th Congress), Tennessee",1180,719,112309,148697,47,03,949.5,262905,131452.5,0.007223141438922805,0.7223141438922805
"Congressional District 4 (118th Congress), Tennessee",857,630,106522,154238,47,04,743.5,262247,131123.5,0.005670226923472909,0.5670226923472909
"Congressional District 5 (118th Congress), Tennessee",1708,1254,106972,168908,47,05,1481.0,278842,139421.0,0.010622503066252573,1.0622503066252573
"Congressional District 6 (118th Congress), Tennessee",1284,1590,115000,159825,47,06,1437.0,277699,138849.5,0.010349335071426257,1.0349335071426258
"Congressional District 7 (118th Congress), Tennessee",798,872,117713,155872,47,07,835.0,275255,137627.5,0.006067101415051498,0.6067101415051498
"Congressional District 8 (118th Congress), Tennessee",1428,943,112058,149145,47,08,1185.5,263574,131787.0,0.008995576194920592,0.8995576194920591
"Congressional District 9 (118th Congress), Tennessee",1401,560,112888,84624,47,09,980.5,199473,99736.5,0.009830904433181433,0.9830904433181433
"Congressional District 1 (118th Congress), Texas",795,521,110393,143800,48,01,658.0,255509,127754.5,0.005150503504768912,0.5150503504768912
"Congressional District 2 (118th Congress), Texas",1795,621,105640,171582,48,02,1208.0,279638,139819.0,0.008639741379926905,0.8639741379926905
"Congressional District 3 (118th Congress), Texas",1287,177,103583,187328,48,03,732.0,292375,146187.5,0.005007268063274904,0.5007268063274904
"Congressional District 4 (118th Congress), Texas",1607,885,100103,173449,48,04,1246.0,276044,138022.0,0.009027546333193259,0.9027546333193258
"Congressional District 5 (118th Congress), Texas",1513,386,105879,148198,48,05,949.5,255976,127988.0,0.0074186642497734165,0.7418664249773417
"Congressional District 6 (118th Congress), Texas",923,844,104469,141374,48,06,883.5,247610,123805.0,0.00713622228504503,0.7136222285045031
"Congressional District 7 (118th Congress), Texas",1988,3185,93793,133100,48,07,2586.5,232066,116033.0,0.022291072367343772,2.2291072367343774
"Congressional District 8 (118th Congress), Texas",1186,1612,118289,175010,48,08,1399.0,296097,148048.5,0.009449606041263504,0.9449606041263504
"Congressional District 9 (118th Congress), Texas",523,698,106941,116205,48,09,610.5,224367,112183.5,0.005441976761288425,0.5441976761288425
"Congressional District 10 (118th Congress), Texas",1753,656,112412,161474,48,10,1204.5,276295,138147.5,0.00871894171085253,0.871894171085253
"Congressional District 11 (118th Congress), Texas",1418,736,112056,145623,48,11,1077.0,259833,129916.5,0.008289940076895545,0.8289940076895544
"Congressional District 12 (118th Congress), Texas",2037,781,111730,151170,48,12,1409.0,265718,132859.0,0.010605228098962057,1.0605228098962056
"Congressional District 13 (118th Congress), Texas",1312,1202,103010,137786,48,13,1257.0,243310,121655.0,0.01033249763675969,1.033249763675969
"Congressional District 14 (118th Congress), Texas",1828,314,100858,144626,48,14,1071.0,247626,123813.0,0.008650141746020207,0.8650141746020208
"Congressional District 15 (118th Congress), Texas",1050,866,106188,130058,48,15,958.0,238162,119081.0,0.00804494419764698,0.804494419764698
"Congressional District 16 (118th Congress), Texas",1711,921,101394,118186,48,16,1316.0,222212,111106.0,0.011844544849063056,1.1844544849063057
"Congressional District 17 (118th Congress), Texas",1137,1069,106752,140346,48,17,1103.0,249304,124652.0,0.008848634598722845,0.8848634598722845
"Congressional District 18 (118th Congress), Texas",2086,1359,109172,100716,48,18,1722.5,213333,106666.5,0.01614846273197302,1.614846273197302
"Congressional District 19 (118th Congress), Texas",1235,976,111098,131761,48,19,1105.5,245070,122535.0,0.009021912106745012,0.9021912106745013
"Congressional District 20 (118th Congress), Texas",2049,1893,100033,109298,48,20,1971.0,213273,106636.5,0.01848335232307887,1.848335232307887
"Congressional District 24 (118th Congress), Texas",2239,907,99225,161653,48,24,1573.0,264024,132012.0,0.01191558343180923,1.191558343180923
"Congressional District 21 (118th Congress), Texas",1138,986,114819,176911,48,21,1062.0,293854,146927.0,0.007228079250239915,0.7228079250239915
"Congressional District 22 (118th Congress), Texas",1697,570,105788,183384,48,22,1133.5,291439,145719.5,0.007778643215218279,0.7778643215218279
"Congressional District 23 (118th Congress), Texas",1501,853,97302,142979,48,23,1177.0,242635,121317.5,0.009701815484163455,0.9701815484163455
"Congressional District 25 (118th Congress), Texas",788,988,109025,152321,48,25,888.0,263122,131561.0,0.0067497206618982826,0.6749720661898283
"Congressional District 26 (118th Congress), Texas",2489,636,106914,188223,48,26,1562.5,298262,149131.0,0.010477365537681636,1.0477365537681635
"Congressional District 27 (118th Congress), Texas",982,478,113121,141499,48,27,730.0,256080,128040.0,0.00570134333020931,0.570134333020931
"Congressional District 28 (118th Congress), Texas",1732,742,111022,121888,48,28,1237.0,235384,117692.0,0.010510484994732013,1.0510484994732012
"Congressional District 29 (118th Congress), Texas",1744,971,97196,106631,48,29,1357.5,206542,103271.0,0.013145026193219781,1.3145026193219782
"Congressional District 30 (118th Congress), Texas",3940,1370,108571,103195,48,30,2655.0,217076,108538.0,0.024461478929038678,2.4461478929038676
"Congressional District 31 (118th Congress), Texas",1681,989,114480,183734,48,31,1335.0,300884,150442.0,0.008873851716940748,0.8873851716940748
"Congressional District 32 (118th Congress), Texas",1289,2152,90290,116151,48,32,1720.5,209882,104941.0,0.016394926673082972,1.6394926673082972
"Congressional District 33 (118th Congress), Texas",1658,2189,86682,100274,48,33,1923.5,190803,95401.5,0.020162156779505565,2.0162156779505565
"Congressional District 34 (118th Congress), Texas",1400,843,104775,121291,48,34,1121.5,228309,114154.5,0.009824404644582561,0.9824404644582561
"Congressional District 35 (118th Congress), Texas",3195,2724,114028,114522,48,35,2959.5,234469,117234.5,0.025244275362627897,2.5244275362627895
"Congressional District 36 (118th Congress), Texas",1719,659,105051,148314,48,36,1189.0,255743,127871.5,0.00929839721908322,0.929839721908322
"Congressional District 37 (118th Congress), Texas",3740,3654,94391,130143,48,37,3697.0,231928,115964.0,0.03188058362940223,3.188058362940223
"Congressional District 38 (118th Congress), Texas",1429,835,101304,162537,48,38,1132.0,266105,133052.5,0.00850791980609158,0.850791980609158
"Congressional District 1 (118th Congress), Utah",1944,812,114845,170455,49,01,1378.0,288056,144028.0,0.009567584080873163,0.9567584080873163
"Congressional District 2 (118th Congress), Utah",1308,949,106848,160720,49,02,1128.5,269825,134912.5,0.008364680811637172,0.8364680811637172
"Congressional District 3 (118th Congress), Utah",864,1499,109445,167580,49,03,1181.5,279388,139694.0,0.008457771987343765,0.8457771987343765
"Congressional District 4 (118th Congress), Utah",1690,872,107551,173648,49,04,1281.0,283761,141880.5,0.009028724877625889,0.9028724877625889
"Congressional District (at Large) (118th Congress), Vermont",2850,1691,101091,129124,50,00,2270.5,234756,117378.0,0.019343488558332907,1.9343488558332906
"Congressional District 1 (118th Congress), Virginia",903,981,116831,181422,51,01,942.0,300137,150068.5,0.00627713344239464,0.627713344239464
"Congressional District 2 (118th Congress), Virginia",1582,696,111541,154298,51,02,1139.0,268117,134058.5,0.008496290798420092,0.8496290798420092
"Congressional District 3 (118th Congress), Virginia",2558,2262,118955,111647,51,03,2410.0,235422,117711.0,0.020473872450323248,2.0473872450323247
"Congressional District 4 (118th Congress), Virginia",2101,2349,118485,119386,51,04,2225.0,242321,121160.5,0.018364070798651377,1.8364070798651377
"Congressional District 5 (118th Congress), Virginia",1226,936,114570,147618,51,05,1081.0,264350,132175.0,0.008178551163230565,0.8178551163230565
"Congressional District 6 (118th Congress), Virginia",1251,1646,112406,149327,51,06,1448.5,264630,132315.0,0.010947360465555682,1.0947360465555682
"Congressional District 7 (118th Congress), Virginia",879,1822,103254,152728,51,07,1350.5,258683,129341.5,0.010441350997166416,1.0441350997166416
"Congressional District 8 (118th Congress), Virginia",1908,1479,90784,142002,51,08,1693.5,236173,118086.5,0.014341182099562609,1.4341182099562608
"Congressional District 9 (118th Congress), Virginia",1452,741,111297,152704,51,09,1096.5,266194,133097.0,0.008238352479770393,0.8238352479770392
"Congressional District 10 (118th Congress), Virginia",1164,587,88945,170094,51,10,875.5,260790,130395.0,0.006714214502089804,0.6714214502089805
"Congressional District 11 (118th Congress), Virginia",1236,1093,88387,163787,51,11,1164.5,254503,127251.5,0.009151169141424659,0.9151169141424659
"Congressional District 1 (118th Congress), Washington",3095,671,96211,162421,53,01,1883.0,262398,131199.0,0.014352243538441604,1.4352243538441605
"Congressional District 2 (118th Congress), Washington",2632,1493,108464,152526,53,02,2062.5,265115,132557.5,0.015559285593044528,1.5559285593044527
"Congressional District 3 (118th Congress), Washington",1530,1631,114560,156688,53,03,1580.5,274409,137204.5,0.011519301480636568,1.1519301480636568
"Congressional District 4 (118th Congress), Washington",1315,267,100867,134792,53,04,791.0,237241,118620.5,0.00666832461505389,0.666832461505389
"Congressional District 5 (118th Congress), Washington",2382,1149,109916,145666,53,05,1765.5,259113,129556.5,0.013627259149483045,1.3627259149483044
"Congressional District 6 (118th Congress), Washington",2216,1435,111138,149729,53,06,1825.5,264518,132259.0,0.013802463348429975,1.3802463348429974
"Congressional District 7 (118th Congress), Washington",5742,5392,97281,132174,53,07,5567.0,240589,120294.5,0.04627809251462037,4.627809251462037
"Congressional District 8 (118th Congress), Washington",1584,1081,104314,173970,53,08,1332.5,280949,140474.5,0.00948570737037683,0.9485707370376829
"Congressional District 9 (118th Congress), Washington",3257,2118,94906,132219,53,09,2687.5,232500,116250.0,0.023118279569892472,2.311827956989247
"Congressional District 10 (118th Congress), Washington",3233,1063,114557,139484,53,10,2148.0,258337,129168.5,0.016629441388573838,1.6629441388573838
"Congressional District 1 (118th Congress), West Virginia",1346,1036,123800,160900,54,01,1191.0,287082,143541.0,0.008297280916253893,0.8297280916253893
"Congressional District 2 (118th Congress), West Virginia",2164,865,132993,172658,54,02,1514.5,308680,154340.0,0.00981275106906829,0.9812751069068291
"Congressional District 1 (118th Congress), Wisconsin",1339,1624,101438,136356,55,01,1481.5,240757,120378.5,0.012307014956989827,1.2307014956989828
"Congressional District 2 (118th Congress), Wisconsin",2152,1394,104828,143449,55,02,1773.0,251823,125911.5,0.014081319021693808,1.4081319021693808
"Congressional District 3 (118th Congress), Wisconsin",542,1524,106782,145821,55,03,1033.0,254669,127334.5,0.008112491115919095,0.8112491115919095
"Congressional District 4 (118th Congress), Wisconsin",1902,1387,105365,90513,55,04,1644.5,199167,99583.5,0.01651377989325541,1.651377989325541
"Congressional District 5 (118th Congress), Wisconsin",571,459,100000,165933,55,05,515.0,266963,133481.5,0.003858212561291265,0.3858212561291265
"Congressional District 6 (118th Congress), Wisconsin",465,844,102154,151004,55,06,654.5,254467,127233.5,0.005144085480632066,0.5144085480632066
"Congressional District 7 (118th Congress), Wisconsin",956,590,111307,168866,55,07,773.0,281719,140859.5,0.00548773778126431,0.548773778126431
"Congressional District 8 (118th Congress), Wisconsin",1121,761,111290,157060,55,08,941.0,270232,135116.0,0.0069643861570798426,0.6964386157079843
"Congressional District (at Large) (118th Congress), Wyoming",1082,579,85729,119353,56,00,830.5,206743,103371.5,0.008034129329650823,0.8034129329650823
"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",2789,4639,480853,430912,72,98,3714.0,919193,459596.5,0.008081001487174076,0.8081001487174077
