district_code,origin_state,pct_share,source_method
AR-01,Oklahoma,6.01229503539652,State_Proxy
AR-01,Oregon,1.2567753372044135,State_Proxy
AR-01,Pennsylvania,0.40339533879526834,State_Proxy
AR-01,Rhode Island,0.43748508573571354,State_Proxy
AR-01,South Carolina,0.41930388736747615,State_Proxy
AR-01,Tennessee,5.208913332500028,State_Proxy
AR-01,Texas,18.375509925797985,State_Proxy
AR-01,Utah,0.6602047657466222,State_Proxy
AR-01,Vermont,0.19090258286649317,State_Proxy
AR-01,Virginia,0.9397406906582729,State_Proxy
AR-01,Washington,2.6567276115586966,State_Proxy
AR-01,West Virginia,0.08408804245309819,State_Proxy
AR-01,Wisconsin,0.8772428212674568,State_Proxy
AR-01,Wyoming,0.42612183675556514,State_Proxy
AR-02,Alabama,1.3760894514959716,State_Proxy
AR-02,Alaska,0.1295410383736918,State_Proxy
AR-02,Arizona,1.9590241241775848,State_Proxy
AR-02,California,7.827005897526221,State_Proxy
AR-02,Colorado,3.665784120995875,State_Proxy
AR-02,Connecticut,0.1124961649034692,State_Proxy
AR-02,Delaware,0.6329329681942661,State_Proxy
AR-02,Florida,8.197447814279059,State_Proxy
AR-02,Georgia,1.3749531265979569,State_Proxy
AR-02,Hawaii,0.03181709714441553,State_Proxy
AR-02,Idaho,1.3897253502721498,State_Proxy
AR-02,Illinois,4.480529072872516,State_Proxy
AR-02,Indiana,1.728350169880572,State_Proxy
AR-02,Iowa,0.42839448655159484,State_Proxy
AR-02,Kansas,1.4397236457848028,State_Proxy
AR-02,Kentucky,4.179402974898583,State_Proxy
AR-02,Louisiana,5.185050509641717,State_Proxy
AR-02,Maine,0.1295410383736918,State_Proxy
AR-02,Maryland,0.8351988000409076,State_Proxy
AR-02,Massachusetts,0.03749872163448973,State_Proxy
AR-02,Michigan,0.49657398043248524,State_Proxy
AR-02,Minnesota,1.6703976000818153,State_Proxy
AR-02,Mississippi,2.0624296898969354,State_Proxy
AR-02,Missouri,5.114598365964797,State_Proxy
AR-02,Montana,0.1602218106200925,State_Proxy
AR-02,Nebraska,0.2534004522573094,State_Proxy
AR-02,Nevada,0.16249446041612217,State_Proxy
AR-02,New Hampshire,2.8589934434053386,State_Proxy
AR-02,New Jersey,0.5795256979875686,State_Proxy
AR-02,New Mexico,1.6669886253877708,State_Proxy
AR-02,New York,0.67611331431883,State_Proxy
AR-02,North Carolina,0.21022010613274544,State_Proxy
AR-02,Ohio,0.9988295853550446,State_Proxy
AR-02,Oklahoma,6.01229503539652,State_Proxy
AR-02,Oregon,1.2567753372044135,State_Proxy
AR-02,Pennsylvania,0.40339533879526834,State_Proxy
AR-02,Rhode Island,0.43748508573571354,State_Proxy
AR-02,South Carolina,0.41930388736747615,State_Proxy
AR-02,Tennessee,5.208913332500028,State_Proxy
AR-02,Texas,18.375509925797985,State_Proxy
AR-02,Utah,0.6602047657466222,State_Proxy
AR-02,Vermont,0.19090258286649317,State_Proxy
AR-02,Virginia,0.9397406906582729,State_Proxy
AR-02,Washington,2.6567276115586966,State_Proxy
AR-02,West Virginia,0.08408804245309819,State_Proxy
AR-02,Wisconsin,0.8772428212674568,State_Proxy
AR-02,Wyoming,0.42612183675556514,State_Proxy
AR-03,Alabama,1.3760894514959716,State_Proxy
AR-03,Alaska,0.1295410383736918,State_Proxy
AR-03,Arizona,1.9590241241775848,State_Proxy
AR-03,California,7.827005897526221,State_Proxy
AR-03,Colorado,3.665784120995875,State_Proxy
AR-03,Connecticut,0.1124961649034692,State_Proxy
AR-03,Delaware,0.6329329681942661,State_Proxy
AR-03,Florida,8.197447814279059,State_Proxy
AR-03,Georgia,1.3749531265979569,State_Proxy
AR-03,Hawaii,0.03181709714441553,State_Proxy
AR-03,Idaho,1.3897253502721498,State_Proxy
AR-03,Illinois,4.480529072872516,State_Proxy
AR-03,Indiana,1.728350169880572,State_Proxy
AR-03,Iowa,0.42839448655159484,State_Proxy
AR-03,Kansas,1.4397236457848028,State_Proxy
AR-03,Kentucky,4.179402974898583,State_Proxy
AR-03,Louisiana,5.185050509641717,State_Proxy
AR-03,Maine,0.1295410383736918,State_Proxy
AR-03,Maryland,0.8351988000409076,State_Proxy
AR-03,Massachusetts,0.03749872163448973,State_Proxy
AR-03,Michigan,0.49657398043248524,State_Proxy
AR-03,Minnesota,1.6703976000818153,State_Proxy
AR-03,Mississippi,2.0624296898969354,State_Proxy
AR-03,Missouri,5.114598365964797,State_Proxy
AR-03,Montana,0.1602218106200925,State_Proxy
AR-03,Nebraska,0.2534004522573094,State_Proxy
AR-03,Nevada,0.16249446041612217,State_Proxy
AR-03,New Hampshire,2.8589934434053386,State_Proxy
AR-03,New Jersey,0.5795256979875686,State_Proxy
AR-03,New Mexico,1.6669886253877708,State_Proxy
AR-03,New York,0.67611331431883,State_Proxy
AR-03,North Carolina,0.21022010613274544,State_Proxy
AR-03,Ohio,0.9988295853550446,State_Proxy
AR-03,Oklahoma,6.01229503539652,State_Proxy
AR-03,Oregon,1.2567753372044135,State_Proxy
AR-03,Pennsylvania,0.40339533879526834,State_Proxy
AR-03,Rhode Island,0.43748508573571354,State_Proxy
AR-03,South Carolina,0.41930388736747615,State_Proxy
AR-03,Tennessee,5.208913332500028,State_Proxy
AR-03,Texas,18.375509925797985,State_Proxy
AR-03,Utah,0.6602047657466222,State_Proxy
AR-03,Vermont,0.19090258286649317,State_Proxy
AR-03,Virginia,0.9397406906582729,State_Proxy
AR-03,Washington,2.6567276115586966,State_Proxy
AR-03,West Virginia,0.08408804245309819,State_Proxy
AR-03,Wisconsin,0.8772428212674568,State_Proxy
AR-03,Wyoming,0.42612183675556514,State_Proxy
AR-04,Alabama,1.3760894514959716,State_Proxy
AR-04,Alaska,0.1295410383736918,State_Proxy
