year,state_po,state,state_fips,district,district_code,totalvotes,total_candidatevotes
1978,MS,MISSISSIPPI,28,3,MS-03,110093,110093
1980,MS,MISSISSIPPI,28,3,MS-03,128035,128035
1982,MS,MISSISSIPPI,28,3,MS-03,123049,123049
1984,MS,MISSISSIPPI,28,3,MS-03,158002,158002
1986,MS,MISSISSIPPI,28,3,MS-03,80575,80575
1988,MS,MISSISSIPPI,28,3,MS-03,185380,185380
1990,MS,MISSISSIPPI,28,3,MS-03,49162,49162
1992,MS,MISSISSIPPI,28,3,MS-03,200574,200574
1994,MS,MISSISSIPPI,28,3,MS-03,122989,122989
1996,MS,MISSISSIPPI,28,3,MS-03,188144,188144
1998,MS,MISSISSIPPI,28,3,MS-03,100250,100250
2000,MS,MISSISSIPPI,28,3,MS-03,210363,210363
2002,MS,MISSISSIPPI,28,3,MS-03,219151,219151
2004,MS,MISSISSIPPI,28,3,MS-03,293368,293368
2006,MS,MISSISSIPPI,28,3,MS-03,161480,161480
2008,MS,MISSISSIPPI,28,3,MS-03,340869,340869
2010,MS,MISSISSIPPI,28,3,MS-03,194716,194716
2012,MS,MISSISSIPPI,28,3,MS-03,293322,293322
2014,MS,MISSISSIPPI,28,3,MS-03,170946,170946
2016,MS,MISSISSIPPI,28,3,MS-03,316445,316445
2018,MS,MISSISSIPPI,28,3,MS-03,257271,257271
2020,MS,MISSISSIPPI,28,3,MS-03,341846,341846
2022,MS,MISSISSIPPI,28,3,MS-03,187284,187284
2024,MS,MISSISSIPPI,28,3,MS-03,265159,265159
1976,MS,MISSISSIPPI,28,4,MS-04,132991,132991
1978,MS,MISSISSIPPI,28,4,MS-04,132132,132132
1980,MS,MISSISSIPPI,28,4,MS-04,177896,177896
1982,MS,MISSISSIPPI,28,4,MS-04,152216,152216
1984,MS,MISSISSIPPI,28,4,MS-04,205432,205432
1986,MS,MISSISSIPPI,28,4,MS-04,120009,120009
1988,MS,MISSISSIPPI,28,4,MS-04,201063,201063
1990,MS,MISSISSIPPI,28,4,MS-04,70891,70891
1992,MS,MISSISSIPPI,28,4,MS-04,194544,194544
1994,MS,MISSISSIPPI,28,4,MS-04,121139,121139
1996,MS,MISSISSIPPI,28,4,MS-04,183663,183663
1998,MS,MISSISSIPPI,28,4,MS-04,137199,137199
2000,MS,MISSISSIPPI,28,4,MS-04,199034,199034
2002,MS,MISSISSIPPI,28,4,MS-04,161868,161868
2004,MS,MISSISSIPPI,28,4,MS-04,280382,280382
2006,MS,MISSISSIPPI,28,4,MS-04,139113,139113
2008,MS,MISSISSIPPI,28,4,MS-04,290519,290519
2010,MS,MISSISSIPPI,28,4,MS-04,203384,203384
2012,MS,MISSISSIPPI,28,4,MS-04,285432,285432
2014,MS,MISSISSIPPI,28,4,MS-04,155576,155576
2016,MS,MISSISSIPPI,28,4,MS-04,278779,278779
2018,MS,MISSISSIPPI,28,4,MS-04,223732,223732
2020,MS,MISSISSIPPI,28,4,MS-04,255971,255971
2022,MS,MISSISSIPPI,28,4,MS-04,174258,174258
2024,MS,MISSISSIPPI,28,4,MS-04,290866,290866
1976,MS,MISSISSIPPI,28,5,MS-05,153278,153278
1978,MS,MISSISSIPPI,28,5,MS-05,97177,97177
1980,MS,MISSISSIPPI,28,5,MS-05,177975,177975
1982,MS,MISSISSIPPI,28,5,MS-05,105518,105518
1984,MS,MISSISSIPPI,28,5,MS-05,168477,168477
1986,MS,MISSISSIPPI,28,5,MS-05,91431,91431
1988,MS,MISSISSIPPI,28,5,MS-05,182219,182219
1990,MS,MISSISSIPPI,28,5,MS-05,110514,110514
1992,MS,MISSISSIPPI,28,5,MS-05,191058,191058
1994,MS,MISSISSIPPI,28,5,MS-05,121754,121754
1996,MS,MISSISSIPPI,28,5,MS-05,177445,177445
1998,MS,MISSISSIPPI,28,5,MS-05,101095,101095
2000,MS,MISSISSIPPI,28,5,MS-05,194395,194395
1976,MT,MONTANA,30,1,MT-01,167784,167784
1978,MT,MONTANA,30,1,MT-01,150109,150109
1980,MT,MONTANA,30,1,MT-01,183740,183740
1982,MT,MONTANA,30,1,MT-01,167602,167602
1984,MT,MONTANA,30,1,MT-01,193452,193452
1986,MT,MONTANA,30,1,MT-01,159731,159731
1988,MT,MONTANA,30,1,MT-01,189683,189683
1990,MT,MONTANA,30,1,MT-01,164246,164246
2022,MT,MONTANA,30,1,MT-01,247960,247960
2024,MT,MONTANA,30,1,MT-01,322266,322266
1976,MT,MONTANA,30,2,MT-02,153121,153121
1978,MT,MONTANA,30,2,MT-02,133246,133246
1980,MT,MONTANA,30,2,MT-02,154801,154801
1982,MT,MONTANA,30,2,MT-02,148937,148937
1984,MT,MONTANA,30,2,MT-02,177377,177377
1986,MT,MONTANA,30,2,MT-02,158131,158131
1988,MT,MONTANA,30,2,MT-02,175534,175534
1990,MT,MONTANA,30,2,MT-02,153188,153188
2022,MT,MONTANA,30,2,MT-02,215672,215672
2024,MT,MONTANA,30,2,MT-02,275545,275545
1992,MT,MONTANA,30,0,MT-AL,403735,403735
1994,MT,MONTANA,30,0,MT-AL,352133,352133
1996,MT,MONTANA,30,0,MT-AL,404426,404426
1998,MT,MONTANA,30,0,MT-AL,331551,331551
2000,MT,MONTANA,30,0,MT-AL,410521,410521
2002,MT,MONTANA,30,0,MT-AL,331321,331321
2004,MT,MONTANA,30,0,MT-AL,444230,444230
2006,MT,MONTANA,30,0,MT-AL,406125,406125
2008,MT,MONTANA,30,0,MT-AL,480900,480900
2010,MT,MONTANA,30,0,MT-AL,360341,360341
2012,MT,MONTANA,30,0,MT-AL,479740,479740
2014,MT,MONTANA,30,0,MT-AL,367963,367963
2016,MT,MONTANA,30,0,MT-AL,507831,507831
2018,MT,MONTANA,30,0,MT-AL,504421,504421
2020,MT,MONTANA,30,0,MT-AL,601509,601509
1976,NC,NORTH CAROLINA,37,1,NC-01,129956,129956
1978,NC,NORTH CAROLINA,37,1,NC-01,84530,84530
1980,NC,NORTH CAROLINA,37,1,NC-01,108738,108738
1982,NC,NORTH CAROLINA,37,1,NC-01,98342,98342
1984,NC,NORTH CAROLINA,37,1,NC-01,182968,182968
1986,NC,NORTH CAROLINA,37,1,NC-01,131034,131034
1988,NC,NORTH CAROLINA,37,1,NC-01,181040,181040
1990,NC,NORTH CAROLINA,37,1,NC-01,163358,163358
1992,NC,NORTH CAROLINA,37,1,NC-01,173262,173262
1994,NC,NORTH CAROLINA,37,1,NC-01,109429,109429
1996,NC,NORTH CAROLINA,37,1,NC-01,165028,165028
1998,NC,NORTH CAROLINA,37,1,NC-01,136747,136747
2000,NC,NORTH CAROLINA,37,1,NC-01,189168,189168
2002,NC,NORTH CAROLINA,37,1,NC-01,146157,146157
2004,NC,NORTH CAROLINA,37,1,NC-01,215175,215175
2006,NC,NORTH CAROLINA,37,1,NC-01,82510,82510
2008,NC,NORTH CAROLINA,37,1,NC-01,274271,274271
2010,NC,NORTH CAROLINA,37,1,NC-01,174161,174161
2012,NC,NORTH CAROLINA,37,1,NC-01,338066,338066
2014,NC,NORTH CAROLINA,37,1,NC-01,210323,210323
2016,NC,NORTH CAROLINA,37,1,NC-01,350699,350699
2018,NC,NORTH CAROLINA,37,1,NC-01,272675,272675
2020,NC,NORTH CAROLINA,37,1,NC-01,348618,348618
2022,NC,NORTH CAROLINA,37,1,NC-01,257776,257776
2024,NC,NORTH CAROLINA,37,1,NC-01,376324,376324
1976,NC,NORTH CAROLINA,37,2,NC-02,113368,113368
1978,NC,NORTH CAROLINA,37,2,NC-02,79053,79053
1980,NC,NORTH CAROLINA,37,2,NC-02,135243,135243
1982,NC,NORTH CAROLINA,37,2,NC-02,111326,111326
1984,NC,NORTH CAROLINA,37,2,NC-02,180604,180604
1986,NC,NORTH CAROLINA,37,2,NC-02,127835,127835
1988,NC,NORTH CAROLINA,37,2,NC-02,128832,128832
1990,NC,NORTH CAROLINA,37,2,NC-02,175242,175242
1992,NC,NORTH CAROLINA,37,2,NC-02,211569,211569
1994,NC,NORTH CAROLINA,37,2,NC-02,141329,141329
1996,NC,NORTH CAROLINA,37,2,NC-02,216629,216629
1998,NC,NORTH CAROLINA,37,2,NC-02,175194,175194
2000,NC,NORTH CAROLINA,37,2,NC-02,251838,251838
2002,NC,NORTH CAROLINA,37,2,NC-02,153184,153184
2004,NC,NORTH CAROLINA,37,2,NC-02,232890,232890
2006,NC,NORTH CAROLINA,37,2,NC-02,129264,129264
2008,NC,NORTH CAROLINA,37,2,NC-02,298430,298430
2010,NC,NORTH CAROLINA,37,2,NC-02,189774,189774
2012,NC,NORTH CAROLINA,37,2,NC-02,311397,311397
2014,NC,NORTH CAROLINA,37,2,NC-02,207607,207607
2016,NC,NORTH CAROLINA,37,2,NC-02,390567,390567
2018,NC,NORTH CAROLINA,37,2,NC-02,331704,331704
2020,NC,NORTH CAROLINA,37,2,NC-02,495345,495345
2022,NC,NORTH CAROLINA,37,2,NC-02,294869,294869
2024,NC,NORTH CAROLINA,37,2,NC-02,405517,405517
1976,NC,NORTH CAROLINA,37,3,NC-03,112282,112282
1978,NC,NORTH CAROLINA,37,3,NC-03,76602,76602
1980,NC,NORTH CAROLINA,37,3,NC-03,124255,124255
1982,NC,NORTH CAROLINA,37,3,NC-03,108473,108473
1984,NC,NORTH CAROLINA,37,3,NC-03,156281,156281
1986,NC,NORTH CAROLINA,37,3,NC-03,110868,110868
1988,NC,NORTH CAROLINA,37,3,NC-03,95323,95323
1990,NC,NORTH CAROLINA,37,3,NC-03,141535,141535
1992,NC,NORTH CAROLINA,37,3,NC-03,187050,187050
1994,NC,NORTH CAROLINA,37,3,NC-03,137477,137477
1996,NC,NORTH CAROLINA,37,3,NC-03,188579,188579
1998,NC,NORTH CAROLINA,37,3,NC-03,134912,134912
2000,NC,NORTH CAROLINA,37,3,NC-03,198455,198455
2002,NC,NORTH CAROLINA,37,3,NC-03,144934,144934
2004,NC,NORTH CAROLINA,37,3,NC-03,243090,243090
2006,NC,NORTH CAROLINA,37,3,NC-03,144977,144977
2008,NC,NORTH CAROLINA,37,3,NC-03,306050,306050
2010,NC,NORTH CAROLINA,37,3,NC-03,199304,199304
2012,NC,NORTH CAROLINA,37,3,NC-03,309885,309885
2014,NC,NORTH CAROLINA,37,3,NC-03,205597,205597
2016,NC,NORTH CAROLINA,37,3,NC-03,323701,323701
2018,NC,NORTH CAROLINA,37,3,NC-03,187901,187901
2020,NC,NORTH CAROLINA,37,3,NC-03,362552,362552
2022,NC,NORTH CAROLINA,37,3,NC-03,248898,248898
2024,NC,NORTH CAROLINA,37,3,NC-03,320841,320841
1976,NC,NORTH CAROLINA,37,4,NC-04,152082,152082
1978,NC,NORTH CAROLINA,37,4,NC-04,78685,78685
1980,NC,NORTH CAROLINA,37,4,NC-04,184631,184631
1982,NC,NORTH CAROLINA,37,4,NC-04,137044,137044
1984,NC,NORTH CAROLINA,37,4,NC-04,231898,231898
1986,NC,NORTH CAROLINA,37,4,NC-04,165685,165685
1988,NC,NORTH CAROLINA,37,4,NC-04,227378,227378
1990,NC,NORTH CAROLINA,37,4,NC-04,240057,240057
1992,NC,NORTH CAROLINA,37,4,NC-04,265060,265060
1994,NC,NORTH CAROLINA,37,4,NC-04,154331,154331
1996,NC,NORTH CAROLINA,37,4,NC-04,288984,288984
1998,NC,NORTH CAROLINA,37,4,NC-04,224910,224910
2000,NC,NORTH CAROLINA,37,4,NC-04,325870,325870
2002,NC,NORTH CAROLINA,37,4,NC-04,216046,216046
2004,NC,NORTH CAROLINA,37,4,NC-04,339234,339234
2006,NC,NORTH CAROLINA,37,4,NC-04,195939,195939
2008,NC,NORTH CAROLINA,37,4,NC-04,419698,419698
2010,NC,NORTH CAROLINA,37,4,NC-04,271832,271832
2012,NC,NORTH CAROLINA,37,4,NC-04,348485,348485
2014,NC,NORTH CAROLINA,37,4,NC-04,227362,227362
2016,NC,NORTH CAROLINA,37,4,NC-04,409541,409541
2018,NC,NORTH CAROLINA,37,4,NC-04,341403,341403
2020,NC,NORTH CAROLINA,37,4,NC-04,493719,493719
2022,NC,NORTH CAROLINA,37,4,NC-04,291425,291425
2024,NC,NORTH CAROLINA,37,4,NC-04,428780,428780
1976,NC,NORTH CAROLINA,37,5,NC-05,182164,182164
1978,NC,NORTH CAROLINA,37,5,NC-05,126939,126939
1980,NC,NORTH CAROLINA,37,5,NC-05,194338,194338
1982,NC,NORTH CAROLINA,37,5,NC-05,145707,145707
1984,NC,NORTH CAROLINA,37,5,NC-05,216430,216430
1986,NC,NORTH CAROLINA,37,5,NC-05,159671,159671
1988,NC,NORTH CAROLINA,37,5,NC-05,210056,210056
1990,NC,NORTH CAROLINA,37,5,NC-05,192561,192561
1992,NC,NORTH CAROLINA,37,5,NC-05,223683,223683
1994,NC,NORTH CAROLINA,37,5,NC-05,147935,147935
1996,NC,NORTH CAROLINA,37,5,NC-05,209698,209698
1998,NC,NORTH CAROLINA,37,5,NC-05,176291,176291
2000,NC,NORTH CAROLINA,37,5,NC-05,185855,185855
2002,NC,NORTH CAROLINA,37,5,NC-05,196437,196437
2004,NC,NORTH CAROLINA,37,5,NC-05,284817,284817
2006,NC,NORTH CAROLINA,37,5,NC-05,168199,168199
2008,NC,NORTH CAROLINA,37,5,NC-05,326923,326923
2010,NC,NORTH CAROLINA,37,5,NC-05,213287,213287
2012,NC,NORTH CAROLINA,37,5,NC-05,349197,349197
2014,NC,NORTH CAROLINA,37,5,NC-05,228252,228252
2016,NC,NORTH CAROLINA,37,5,NC-05,355512,355512
2018,NC,NORTH CAROLINA,37,5,NC-05,280385,280385
2020,NC,NORTH CAROLINA,37,5,NC-05,385244,385244
2022,NC,NORTH CAROLINA,37,5,NC-05,277548,277548
2024,NC,NORTH CAROLINA,37,5,NC-05,400694,400694
1976,NC,NORTH CAROLINA,37,6,NC-06,107811,107811
1978,NC,NORTH CAROLINA,37,6,NC-06,85075,85075
1980,NC,NORTH CAROLINA,37,6,NC-06,157232,157232
1982,NC,NORTH CAROLINA,37,6,NC-06,127619,127619
1984,NC,NORTH CAROLINA,37,6,NC-06,203473,203473
1986,NC,NORTH CAROLINA,37,6,NC-06,144579,144579
1988,NC,NORTH CAROLINA,37,6,NC-06,186542,186542
1990,NC,NORTH CAROLINA,37,6,NC-06,188305,188305
1992,NC,NORTH CAROLINA,37,6,NC-06,230022,230022
1994,NC,NORTH CAROLINA,37,6,NC-06,98355,98355
1996,NC,NORTH CAROLINA,37,6,NC-06,228543,228543
1998,NC,NORTH CAROLINA,37,6,NC-06,127194,127194
2000,NC,NORTH CAROLINA,37,6,NC-06,215085,215085
2002,NC,NORTH CAROLINA,37,6,NC-06,167497,167497
2004,NC,NORTH CAROLINA,37,6,NC-06,283623,283623
2006,NC,NORTH CAROLINA,37,6,NC-06,153094,153094
2008,NC,NORTH CAROLINA,37,6,NC-06,329891,329891
2010,NC,NORTH CAROLINA,37,6,NC-06,207759,207759
2012,NC,NORTH CAROLINA,37,6,NC-06,364583,364583
2014,NC,NORTH CAROLINA,37,6,NC-06,251070,251070
2016,NC,NORTH CAROLINA,37,6,NC-06,351150,351150
2018,NC,NORTH CAROLINA,37,6,NC-06,284360,284360
2020,NC,NORTH CAROLINA,37,6,NC-06,407129,407129
2022,NC,NORTH CAROLINA,37,6,NC-06,258998,258998
2024,NC,NORTH CAROLINA,37,6,NC-06,337320,337320
1976,NC,NORTH CAROLINA,37,7,NC-07,117418,117418
1978,NC,NORTH CAROLINA,37,7,NC-07,76842,76842
1980,NC,NORTH CAROLINA,37,7,NC-07,128834,128834
1982,NC,NORTH CAROLINA,37,7,NC-07,96534,96534
1984,NC,NORTH CAROLINA,37,7,NC-07,155782,155782
1986,NC,NORTH CAROLINA,37,7,NC-07,109760,109760
1988,NC,NORTH CAROLINA,37,7,NC-07,152247,152247
1990,NC,NORTH CAROLINA,37,7,NC-07,144627,144627
1992,NC,NORTH CAROLINA,37,7,NC-07,163101,163101
1994,NC,NORTH CAROLINA,37,7,NC-07,121519,121519
1996,NC,NORTH CAROLINA,37,7,NC-07,165440,165440
1998,NC,NORTH CAROLINA,37,7,NC-07,136290,136290
2000,NC,NORTH CAROLINA,37,7,NC-07,229666,229666
2002,NC,NORTH CAROLINA,37,7,NC-07,166654,166654
2004,NC,NORTH CAROLINA,37,7,NC-07,246466,246466
2006,NC,NORTH CAROLINA,37,7,NC-07,139820,139820
2008,NC,NORTH CAROLINA,37,7,NC-07,312855,312855
2010,NC,NORTH CAROLINA,37,7,NC-07,212285,212285
2012,NC,NORTH CAROLINA,37,7,NC-07,336736,336736
2014,NC,NORTH CAROLINA,37,7,NC-07,226504,226504
2016,NC,NORTH CAROLINA,37,7,NC-07,347706,347706
2018,NC,NORTH CAROLINA,37,7,NC-07,282312,282312
2020,NC,NORTH CAROLINA,37,7,NC-07,452208,452208
2022,NC,NORTH CAROLINA,37,7,NC-07,284269,284269
2024,NC,NORTH CAROLINA,37,7,NC-07,433534,433534
1976,NC,NORTH CAROLINA,37,8,NC-08,151081,151081
1978,NC,NORTH CAROLINA,37,8,NC-08,107110,107110
1980,NC,NORTH CAROLINA,37,8,NC-08,162330,162330
1982,NC,NORTH CAROLINA,37,8,NC-08,124938,124938
1984,NC,NORTH CAROLINA,37,8,NC-08,196085,196085
1986,NC,NORTH CAROLINA,37,8,NC-08,139900,139900
1988,NC,NORTH CAROLINA,37,8,NC-08,192677,192677
1990,NC,NORTH CAROLINA,37,8,NC-08,179552,179552
1992,NC,NORTH CAROLINA,37,8,NC-08,195451,195451
1994,NC,NORTH CAROLINA,37,8,NC-08,119985,119985
1996,NC,NORTH CAROLINA,37,8,NC-08,186908,186908
1998,NC,NORTH CAROLINA,37,8,NC-08,133124,133124
2000,NC,NORTH CAROLINA,37,8,NC-08,203464,203464
2002,NC,NORTH CAROLINA,37,8,NC-08,149736,149736
2004,NC,NORTH CAROLINA,37,8,NC-08,225171,225171
2006,NC,NORTH CAROLINA,37,8,NC-08,121523,121523
2008,NC,NORTH CAROLINA,37,8,NC-08,283819,283819
2010,NC,NORTH CAROLINA,37,8,NC-08,167442,167442
2012,NC,NORTH CAROLINA,37,8,NC-08,302280,302280
2014,NC,NORTH CAROLINA,37,8,NC-08,187422,187422
2016,NC,NORTH CAROLINA,37,8,NC-08,323045,323045
2018,NC,NORTH CAROLINA,37,8,NC-08,255521,255521
2020,NC,NORTH CAROLINA,37,8,NC-08,380555,380555
2022,NC,NORTH CAROLINA,37,8,NC-08,263190,263190
2024,NC,NORTH CAROLINA,37,8,NC-08,400349,400349
1976,NC,NORTH CAROLINA,37,9,NC-09,153788,153788
1978,NC,NORTH CAROLINA,37,9,NC-09,96824,96824
1980,NC,NORTH CAROLINA,37,9,NC-09,172660,172660
1982,NC,NORTH CAROLINA,37,9,NC-09,112786,112786
1984,NC,NORTH CAROLINA,37,9,NC-09,218519,218519
1986,NC,NORTH CAROLINA,37,9,NC-09,156592,156592
1988,NC,NORTH CAROLINA,37,9,NC-09,210816,210816
1990,NC,NORTH CAROLINA,37,9,NC-09,212738,212738
1992,NC,NORTH CAROLINA,37,9,NC-09,228245,228245
1994,NC,NORTH CAROLINA,37,9,NC-09,126753,126753
1996,NC,NORTH CAROLINA,37,9,NC-09,234710,234710
1998,NC,NORTH CAROLINA,37,9,NC-09,174082,174082
2000,NC,NORTH CAROLINA,37,9,NC-09,264220,264220
2002,NC,NORTH CAROLINA,37,9,NC-09,193443,193443
2004,NC,NORTH CAROLINA,37,9,NC-09,300101,300101
2006,NC,NORTH CAROLINA,37,9,NC-09,159643,159643
2008,NC,NORTH CAROLINA,37,9,NC-09,386483,386483
2010,NC,NORTH CAROLINA,37,9,NC-09,230240,230240
2012,NC,NORTH CAROLINA,37,9,NC-09,375690,375690
2014,NC,NORTH CAROLINA,37,9,NC-09,173668,173668
2016,NC,NORTH CAROLINA,37,9,NC-09,332493,332493
2018,NC,NORTH CAROLINA,37,9,NC-09,282717,282717
2020,NC,NORTH CAROLINA,37,9,NC-09,404124,404124
2022,NC,NORTH CAROLINA,37,9,NC-09,232655,232655
2024,NC,NORTH CAROLINA,37,9,NC-09,373077,373077
1976,NC,NORTH CAROLINA,37,10,NC-10,167072,167072
1978,NC,NORTH CAROLINA,37,10,NC-10,67004,67004
1980,NC,NORTH CAROLINA,37,10,NC-10,173262,173262
1982,NC,NORTH CAROLINA,37,10,NC-10,87264,87264
1984,NC,NORTH CAROLINA,37,10,NC-10,194733,194733
1986,NC,NORTH CAROLINA,37,10,NC-10,145937,145937
1988,NC,NORTH CAROLINA,37,10,NC-10,184419,184419
1990,NC,NORTH CAROLINA,37,10,NC-10,172110,172110
1992,NC,NORTH CAROLINA,37,10,NC-10,235127,235127
1994,NC,NORTH CAROLINA,37,10,NC-10,150768,150768
1996,NC,NORTH CAROLINA,37,10,NC-10,226597,226597
1998,NC,NORTH CAROLINA,37,10,NC-10,138511,138511
2000,NC,NORTH CAROLINA,37,10,NC-10,240658,240658
2002,NC,NORTH CAROLINA,37,10,NC-10,173292,173292
2004,NC,NORTH CAROLINA,37,10,NC-10,246117,246117
2006,NC,NORTH CAROLINA,37,10,NC-10,152393,152393
2008,NC,NORTH CAROLINA,37,10,NC-10,298473,298473
2010,NC,NORTH CAROLINA,37,10,NC-10,183785,183785
2012,NC,NORTH CAROLINA,37,10,NC-10,334849,334849
2014,NC,NORTH CAROLINA,37,10,NC-10,218796,218796
2016,NC,NORTH CAROLINA,37,10,NC-10,349744,349744
2018,NC,NORTH CAROLINA,37,10,NC-10,278228,278228
2020,NC,NORTH CAROLINA,37,10,NC-10,412284,412284
2022,NC,NORTH CAROLINA,37,10,NC-10,268207,268207
2024,NC,NORTH CAROLINA,37,10,NC-10,406695,406695
1976,NC,NORTH CAROLINA,37,11,NC-11,184405,184405
1978,NC,NORTH CAROLINA,37,11,NC-11,141292,141292
1980,NC,NORTH CAROLINA,37,11,NC-11,195274,195274
1982,NC,NORTH CAROLINA,37,11,NC-11,171047,171047
1984,NC,NORTH CAROLINA,37,11,NC-11,220882,220882
1986,NC,NORTH CAROLINA,37,11,NC-11,180644,180644
1988,NC,NORTH CAROLINA,37,11,NC-11,215343,215343
1990,NC,NORTH CAROLINA,37,11,NC-11,201309,201309
1992,NC,NORTH CAROLINA,37,11,NC-11,238161,238161
1994,NC,NORTH CAROLINA,37,11,NC-11,192688,192688
1996,NC,NORTH CAROLINA,37,11,NC-11,228025,228025
1998,NC,NORTH CAROLINA,37,11,NC-11,199523,199523
2000,NC,NORTH CAROLINA,37,11,NC-11,266377,266377
2002,NC,NORTH CAROLINA,37,11,NC-11,202260,202260
2004,NC,NORTH CAROLINA,37,11,NC-11,290897,290897
2006,NC,NORTH CAROLINA,37,11,NC-11,232314,232314
2008,NC,NORTH CAROLINA,37,11,NC-11,340716,340716
2010,NC,NORTH CAROLINA,37,11,NC-11,241471,241471
2012,NC,NORTH CAROLINA,37,11,NC-11,331426,331426
2014,NC,NORTH CAROLINA,37,11,NC-11,230024,230024
2016,NC,NORTH CAROLINA,37,11,NC-11,359508,359508
2018,NC,NORTH CAROLINA,37,11,NC-11,300666,300666
2020,NC,NORTH CAROLINA,37,11,NC-11,450145,450145
2022,NC,NORTH CAROLINA,37,11,NC-11,323912,323912
2024,NC,NORTH CAROLINA,37,11,NC-11,432523,432523
1992,NC,NORTH CAROLINA,37,12,NC-12,180824,180824
1994,NC,NORTH CAROLINA,37,12,NC-12,87621,87621
1996,NC,NORTH CAROLINA,37,12,NC-12,174399,174399
1998,NC,NORTH CAROLINA,37,12,NC-12,147088,147088
2000,NC,NORTH CAROLINA,37,12,NC-12,209144,209144
2002,NC,NORTH CAROLINA,37,12,NC-12,151239,151239
2004,NC,NORTH CAROLINA,37,12,NC-12,231806,231806
2006,NC,NORTH CAROLINA,37,12,NC-12,106472,106472
2008,NC,NORTH CAROLINA,37,12,NC-12,301722,301722
2010,NC,NORTH CAROLINA,37,12,NC-12,162007,162007
2012,NC,NORTH CAROLINA,37,12,NC-12,310908,310908
2014,NC,NORTH CAROLINA,37,12,NC-12,172664,172664
2016,NC,NORTH CAROLINA,37,12,NC-12,349300,349300
2018,NC,NORTH CAROLINA,37,12,NC-12,279138,279138
2020,NC,NORTH CAROLINA,37,12,NC-12,341457,341457
2022,NC,NORTH CAROLINA,37,12,NC-12,223908,223908
2024,NC,NORTH CAROLINA,37,12,NC-12,350755,350755
2002,NC,NORTH CAROLINA,37,13,NC-13,183270,183270
2004,NC,NORTH CAROLINA,37,13,NC-13,273684,273684
2006,NC,NORTH CAROLINA,37,13,NC-13,154660,154660
2008,NC,NORTH CAROLINA,37,13,NC-13,335762,335762
2010,NC,NORTH CAROLINA,37,13,NC-13,209202,209202
2012,NC,NORTH CAROLINA,37,13,NC-13,370610,370610
2014,NC,NORTH CAROLINA,37,13,NC-13,268709,268709
2016,NC,NORTH CAROLINA,37,13,NC-13,355492,355492
2018,NC,NORTH CAROLINA,37,13,NC-13,286316,286316
2020,NC,NORTH CAROLINA,37,13,NC-13,391865,391865
2022,NC,NORTH CAROLINA,37,13,NC-13,277346,277346
2024,NC,NORTH CAROLINA,37,13,NC-13,415490,415490
2022,NC,NORTH CAROLINA,37,14,NC-14,257752,257752
2024,NC,NORTH CAROLINA,37,14,NC-14,401256,401256
1976,ND,NORTH DAKOTA,38,0,ND-AL,289881,289881
1978,ND,NORTH DAKOTA,38,0,ND-AL,220314,220314
1980,ND,NORTH DAKOTA,38,0,ND-AL,293076,293076
1982,ND,NORTH DAKOTA,38,0,ND-AL,260499,260499
1984,ND,NORTH DAKOTA,38,0,ND-AL,308729,308729
1986,ND,NORTH DAKOTA,38,0,ND-AL,286361,286361
1988,ND,NORTH DAKOTA,38,0,ND-AL,299982,299982
1990,ND,NORTH DAKOTA,38,0,ND-AL,233979,233979
1992,ND,NORTH DAKOTA,38,0,ND-AL,297898,297898
1994,ND,NORTH DAKOTA,38,0,ND-AL,235389,235389
1996,ND,NORTH DAKOTA,38,0,ND-AL,263010,263010
1998,ND,NORTH DAKOTA,38,0,ND-AL,212888,212888
2000,ND,NORTH DAKOTA,38,0,ND-AL,285658,285658
2002,ND,NORTH DAKOTA,38,0,ND-AL,231030,231030
2004,ND,NORTH DAKOTA,38,0,ND-AL,310814,310814
2006,ND,NORTH DAKOTA,38,0,ND-AL,217621,217621
2008,ND,NORTH DAKOTA,38,0,ND-AL,313965,313965
2010,ND,NORTH DAKOTA,38,0,ND-AL,236344,236344
2012,ND,NORTH DAKOTA,38,0,ND-AL,316224,316224
2014,ND,NORTH DAKOTA,38,0,ND-AL,248670,248670
2016,ND,NORTH DAKOTA,38,0,ND-AL,338459,338459
2018,ND,NORTH DAKOTA,38,0,ND-AL,321532,321532
2020,ND,NORTH DAKOTA,38,0,ND-AL,355598,355598
2022,ND,NORTH DAKOTA,38,0,ND-AL,238586,238586
2024,ND,NORTH DAKOTA,38,0,ND-AL,359787,359787
1976,NE,NEBRASKA,31,1,NE-01,200268,200268
1978,NE,NEBRASKA,31,1,NE-01,170324,170324
1980,NE,NEBRASKA,31,1,NE-01,204341,204341
1982,NE,NEBRASKA,31,1,NE-01,183368,183368
1984,NE,NEBRASKA,31,1,NE-01,214364,214364
1986,NE,NEBRASKA,31,1,NE-01,188986,188986
1988,NE,NEBRASKA,31,1,NE-01,218502,218502
1990,NE,NEBRASKA,31,1,NE-01,200381,200381
1992,NE,NEBRASKA,31,1,NE-01,239108,239108
1994,NE,NEBRASKA,31,1,NE-01,188550,188550
1996,NE,NEBRASKA,31,1,NE-01,224260,224260
1998,NE,NEBRASKA,31,1,NE-01,185227,185227
2000,NE,NEBRASKA,31,1,NE-01,234698,234698
2002,NE,NEBRASKA,31,1,NE-01,155844,155844
2004,NE,NEBRASKA,31,1,NE-01,265072,265072
2006,NE,NEBRASKA,31,1,NE-01,207375,207375
