Dist,First,Last,Party,2009 PVI,2009 Raw PVI,Rank
KY-02,Brett,Guthrie,R,R+15,R+14.88,378
KY-03,John,Yarmuth,D,D+2,D+2.46,177
KY-04,Geoff,Davis,R,R+14,R+14.44,370
KY-05,Hal,Rogers,R,R+19,R+18.85,410
KY-06,Ben,Chandler,D,R+9,R+9.25,321
LA-01,Steve,Scalise,R,R+26,R+25.53,428
LA-02,Joseph,Cao,R,D+24,D+23.7,36
LA-03,Charlie,Melançon,D,R+14,R+13.75,363
LA-04,John,Fleming,R,R+12,R+12.33,349
LA-05,Rodney,Alexander,R,R+15,R+15.05,382
LA-06,Bill,Cassidy,R,R+11,R+10.94,340
LA-07,Charles,Boustany,R,R+16,R+15.71,389
ME-01,Chellie,Pingree,D,D+8,D+7.78,126
ME-02,Mike,Michaud,D,D+3,D+2.59,175
MD-01,Frank,Kratovil,D,R+13,R+12.83,356
MD-02,Dutch,Ruppersberger,D,D+7,D+7.13,132
MD-03,John,Sarbanes,D,D+6,D+6.34,136
MD-04,Donna,Edwards,D,D+31,D+31.48,22
MD-05,Steny,Hoyer,D,D+12,D+11.79,98
MD-06,Roscoe,Bartlett,R,R+13,R+13.07,359
MD-07,Elijah,Cummings,D,D+26,D+25.57,32
MD-08,Chris,Van Hollen,D,D+21,D+21.19,50
MA-01,John,Olver,D,D+13,D+12.83,87
MA-02,Richard,Neal,D,D+8,D+7.82,125
MA-03,Jim,McGovern,D,D+7,D+7.39,128
MA-04,Barney,Frank,D,D+13,D+12.65,88
MA-05,Niki,Tsongas,D,D+7,D+7.01,134
MA-06,John F.,Tierney,D,D+6,D+6.17,138
MA-07,Ed,Markey,D,D+14,D+13.77,79
MA-08,Mike,Capuano,D,D+32,D+32.23,18
MA-09,Stephen F.,Lynch,D,D+9,D+9.31,115
MA-10,Bill,Delahunt,D,D+3,D+3.45,163
MI-01,Bart,Stupak,D,R+3,R+2.74,230
MI-02,Pete,Hoekstra,R,R+6,R+6.4,281
MI-03,Vern,Ehlers,R,R+5,R+5.1,263
MI-04,Dave,Camp,R,R+3,R+3.1,234
MI-05,Dale,Kildee,D,D+11,D+10.9,104
MI-06,Fred,Upton,R,EVEN,D+0.48,196
MI-07,Mark,Schauer,D,R+2,R+1.65,219
MI-08,Mike,Rogers,R,R+1,R+0.9,209
MI-09,Gary,Peter,D,D+2,D+2.28,179
MI-10,Candice,Miller,R,R+5,R+4.78,253
MI-11,Thaddeus,McCotter,R,EVEN,D+0.33,197
MI-12,Sander,Levin,D,D+12,D+12.36,92
MI-13,Carolyn Cheeks,Kilpatrick,D,D+31,D+30.85,24
MI-14,John,Conyers,D,D+34,D+33.79,14
MI-15,John,Dingell,D,D+13,D+13.28,83
MN-01,Tim,Walz,D,R+1,R+1.23,215
MN-02,John,Kline,R,R+4,R+4.14,242
MN-03,Erik,Paulsen,R,EVEN,R+0.38,204
MN-04,Betty,McCollum,D,D+12,D+12.47,91
MN-05,Keith,Ellison,D,D+22,D+22.3,42
MN-06,Michele,Bachmann,R,R+8,R+7.61,298
MN-07,Collin,Peterson,D,R+5,R+5.07,261
MN-08,Jim,Oberstar,D,D+2,D+1.68,183
MS-01,Travis,Childers,D,R+15,R+14.77,376
MS-02,Bennie,Thompson,D,D+12,D+12.19,94
MS-03,Gregg,Harper,R,R+15,R+14.79,377
MS-04,Gene,Taylor,D,R+21,R+20.64,418
MO-01,Lacy,Clay,D,D+27,D+26.68,29
MO-02,Todd,Akin,R,R+9,R+9.17,317
MO-03,Russ,Carnahan,D,D+7,D+7.06,133
MO-04,Ike,Skelton,D,R+15,R+14.62,373
MO-05,Emanuel,Cleaver,D,D+10,D+10.32,108
MO-06,Sam,Graves,R,R+8,R+7.78,302
MO-07,Roy,Blunt,R,R+17,R+17.4,405
MO-08,Jo Ann,Emerson,R,R+16,R+15.65,388
MO-09,Blaine,Luetkemeyer,R,R+9,R+8.92,315
MT-00,Denny,Rehberg,R,R+6,R+5.96,275
NE-01,Jeff,Fortenberry,R,R+10,R+9.63,328
NE-02,Lee,Terry,R,R+5,R+4.74,252
NE-03,Adrian,Smith,R,R+24,R+23.83,425
NV-01,Shelley,Berkley,D,D+11,D+10.68,107
NV-02,Dean,Heller,R,R+5,R+4.53,251
NV-03,Dina,Titus,D,D+2,D+2.26,180
NH-01,Carol,Shea-Porter,D,EVEN,R+0.4,205
NH-02,Paul,Hodes,D,D+3,D+3.13,167
NJ-01,Rob,Andrews,D,D+12,D+11.88,96
NJ-02,Frank,LoBiondo,R,D+1,D+0.97,194
NJ-03,John,Adler,D,R+1,R+0.73,208
NJ-04,Chris,Smith,R,R+6,R+6.16,277
NJ-05,Scott,Garrett,R,R+7,R+7.38,293
NJ-06,Frank,Pallone,D,D+8,D+7.61,127
NJ-07,Leonard,Lance,R,R+3,R+3.01,233
NJ-08,Bill,Pascrell,D,D+10,D+10.3,109
NJ-09,Steve,Rothman,D,D+8,D+8.44,119
NJ-10,Donald M.,Payne,D,D+34,D+33.5,16
NJ-11,Rodney,Frelinghuysen,R,R+8,R+7.64,299
NJ-12,Rush,Holt Jr.,D,D+5,D+5.3,148
NJ-13,Albio,Sires,D,D+21,D+21.27,48
NM-01,Martin,Heinrich,D,D+6,D+5.69,147
NM-02,Harry,Teague,D,R+5,R+5.04,260
NM-03,Ben Ray,Luján,D,D+7,D+7.32,130
NY-01,Tim,Bishop,D,R+1,R+1.09,212
NY-02,Steve,Israel,D,D+3,D+3.42,164
NY-03,Peter T.,King,R,R+5,R+4.81,254
NY-04,Carolyn,McCarthy,D,D+5,D+5.13,152
NY-05,Gary,Ackerman,D,D+11,D+11.1,103
NY-06,Gregory,Meeks,D,D+36,D+35.75,8
NY-07,Joe,Crowley,D,D+26,D+25.8,31
NY-08,Jerry,Nadler,D,D+22,D+21.52,46
NY-09,Anthony,Weiner,D,D+3,D+3.38,165
NY-10,Edolphus,Towns,D,D+38,D+37.7,3
NY-11,Yvette,Clarke,D,D+37,D+37.42,4
NY-12,Nydia,Velázquez,D,D+33,D+32.96,17
NY-13,Michael,McMahon,D,R+4,R+4.42,244
NY-14,Carolyn,Maloney,D,D+26,D+25.51,33
NY-15,Charles,Rangel,D,D+41,D+40.55,2
NY-16,José E.,Serrano,D,D+41,D+41.21,1
NY-17,Eliot,Engel,D,D+19,D+18.52,60
NY-18,Nita,Lowey,D,D+9,D+8.6,118
NY-19,John,Hall,D,R+3,R+2.66,228
NY-20,Kirsten,Gillibrand,D,R+2,R+2.3,224
NY-21,Paul,Tonko,D,D+6,D+5.99,139
NY-22,Maurice,Hinchey,D,D+6,D+6.29,137
NY-23,John M.,McHugh,R,R+1,R+1,211
NY-24,Mike,Arcuri,D,R+2,R+2.32,225
NY-25,Dan,Maffei,D,D+3,D+2.87,173
NY-26,Chris,Lee,R,R+6,R+6.17,278
NY-27,Brian,Higgins,D,D+3,D+2.54,176
NY-28,Louise,Slaughter,D,D+15,D+15.45,73
NY-29,Eric,Massa,D,R+5,R+5.13,265
NC-01,G. K.,Butterfield,D,D+9,D+9.45,111
NC-02,Bob,Etheridge,D,R+1,R+1.35,217
NC-03,Walter B.,Jones Jr.,R,R+16,R+16.14,392
NC-04,David,Price,D,D+8,D+8.06,122
NC-05,Virginia,Foxx,R,R+15,R+15.14,384
NC-06,Howard,Coble,R,R+18,R+17.7,408
NC-07,Mike,McIntyre,D,R+6,R+5.74,272
NC-08,Larry,Kissell,D,R+1,R+1.48,218
NC-09,Sue,Myrick,R,R+10,R+9.78,330
NC-10,Patrick,McHenry,R,R+17,R+17.16,401
NC-11,Heath,Shuler,D,R+6,R+6.37,280
NC-12,Mel,Watt,D,D+17,D+16.68,65
NC-13,Brad,Miller,D,D+6,D+5.71,146
ND-00,Earl,Pomeroy,D,R+9,R+9.24,320
OH-01,Steve,Driehaus,D,D+1,D+1.29,187
OH-02,Jean,Schmidt,R,R+13,R+12.96,358
OH-03,Mike,Turner,R,R+5,R+5.16,266
OH-04,Jim,Jordan,R,R+15,R+14.61,372
OH-05,Bob,Latta,R,R+8,R+8.26,306
OH-06,Charlie,Wilson,D,R+4,R+3.68,239
OH-07,Steve,Austria,R,R+8,R+7.67,300
OH-08,John,Boehner,R,R+15,R+14.74,375
OH-09,Marcy,Kaptur,D,D+10,D+9.51,110
OH-10,Dennis,Kucinich,D,D+7,D+7.34,129
OH-11,Marcia,Fudge,D,D+32,D+32.15,20
OH-12,Pat,Tiberi,R,D+1,D+1.05,191
OH-13,Betty,Sutton,D,D+5,D+4.59,157
OH-14,Steve,LaTourette,R,R+3,R+3.22,235
OH-15,Mary Jo,Kilroy,D,D+1,D+1.01,193
OH-16,John,Boccieri,D,R+4,R+4.46,248
OH-17,Tim,Ryan,D,D+11,D+10.69,106
OH-18,Zack,Space,D,R+7,R+7.3,291
OK-01,John,Sullivan,R,R+17,R+17.01,399
OK-02,Dan,Boren,D,R+16,R+16.43,394
OK-03,Frank,Lucas,R,R+25,R+25,427
OK-04,Tom,Cole,R,R+19,R+19.05,412
OK-05,Mary,Fallin,R,R+13,R+12.91,357
OR-01,David,Wu,D,D+8,D+8.43,120
OR-02,Greg,Walden,R,R+9,R+9.49,326
OR-03,Earl,Blumenauer,D,D+19,D+19.43,54
OR-04,Peter,DeFazio,D,D+2,D+1.73,182
OR-05,Kurt,Schrader,D,D+1,D+1.48,185
PA-01,Bob,Brady,D,D+35,D+34.86,9
PA-02,Chaka,Fattah,D,D+37,D+37.27,5
PA-03,Kathy,Dahlkemper,D,R+3,R+3.27,237
PA-04,Jason,Altmire,D,R+8,R+7.59,296
PA-05,Glenn,Thompson,R,R+9,R+9.23,319
PA-06,Jim,Gerlach,R,D+4,D+4.26,159
PA-07,Joe,Sestak,D,D+3,D+3.1,170
PA-08,Patrick,Murphy,D,D+1,D+1.36,186
PA-09,Bill,Shuster,R,R+17,R+17.39,404
PA-10,Chris,Carney,D,R+8,R+8.18,304
PA-11,Paul,Kanjorski,D,D+4,D+3.84,160
PA-12,John,Murtha,D,R+2,R+2.22,222
PA-13,Allyson,Schwartz,D,D+6,D+5.95,141
PA-14,Mike,Doyle,D,D+18,D+18.1,61
PA-15,Charlie,Dent,R,D+2,D+2.3,178
PA-16,Joe,Pitts,R,R+7,R+6.78,285
PA-17,Tim,Holden,D,R+6,R+5.8,274
PA-18,Tim,Murphy,D,R+8,R+7.6,297
PA-19,Todd Russell,Platts,R,R+11,R+11.18,342
RI-01,Patrick J.,Kennedy,D,D+13,D+12.88,85
RI-02,James,Langevin,D,D+9,D+8.91,117
SC-01,Henry E.,Brown Jr.,R,R+11,R+10.54,337
SC-02,Joe,Wilson,R,R+8,R+8.49,310
SC-03,Gresham,Barrett,R,R+17,R+17.36,403
SC-04,Bob,Inglis,R,R+15,R+14.95,381
SC-05,John,Spratt,D,R+7,R+7.01,288
SC-06,Jim,Clyburn,D,D+11,D+11.32,100
SD-00,Stephanie,Herseth Sandlin,D,R+8,R+8.41,307
TN-01,Phil,Roe,R,R+23,R+22.55,423
TN-02,Jimmy,Duncan,R,R+18,R+17.64,407
TN-03,Zach,Wamp,R,R+15,R+14.88,379
TN-04,Lincoln,Davis,D,R+16,R+15.76,390
TN-05,Jim,Cooper,D,D+3,D+3.1,169
TN-06,Bart,Gordon,D,R+15,R+14.55,371
TN-07,Marsha,Blackburn,R,R+19,R+18.72,409
TN-08,John S.,Tanner,D,R+8,R+8.22,305
TN-09,Steve,Cohen,D,D+23,D+23.45,39
TX-01,Louie,Gohmert,R,R+22,R+21.79,421
TX-02,Ted,Poe,R,R+13,R+13.35,361
TX-03,Sam,Johnson,R,R+13,R+12.65,355
TX-04,Ralph,Hall,R,R+22,R+22.25,422
TX-05,Jeb,Hensnarling,R,R+17,R+17.07,400
TX-06,Joe,Barton,R,R+14,R+14.17,369
TX-07,John,Culberson,R,R+13,R+12.62,352
TX-08,Kevin,Brady,R,R+26,R+26.29,430
TX-09,Al,Green,D,D+23,D+23.07,40
TX-10,Michael,McCaul,R,R+10,R+9.51,327
TX-11,Mike,Conaway,R,R+29,R+29.09,433
TX-12,Kay,Granger,R,R+17,R+16.73,396
TX-13,Mac,Thornberry,R,R+30,R+29.74,434
TX-14,Ron,Paul,R,R+19,R+19.28,414
TX-15,Rubén,Hinojosa,D,D+5,D+4.72,156
TX-16,Silvestre,Reyes,D,D+11,D+11.33,99
TX-17,Chet,Edwards,D,R+21,R+20.72,419
TX-18,Sheila,Jackson Lee,D,D+24,D+23.82,35
TX-19,Randy,Neugebauer,R,R+26,R+26.16,429
TX-20,Charlie,Gonzalez,D,D+9,D+9.37,113
TX-21,Lamar,Smith,R,R+13,R+13.27,360
TX-22,Pete,Olson,R,R+12,R+12.5,351
TX-23,Ciro,Rodriguez,D,R+3,R+3.25,236
TX-24,Kenny,Marchant,R,R+10,R+10.23,334
TX-25,Lloyd,Doggett,D,D+6,D+5.99,140
TX-26,Michael C.,Burgess,R,R+12,R+12.41,350
TX-27,Solomon P.,Ortiz,D,R+1,R+0.92,210
TX-28,Henry,Cuellar,D,D+1,D+1.17,188
TX-29,Gene,Green,D,D+8,D+7.98,123
TX-30,Eddie Bernice,Johnson,D,D+28,D+27.83,27
TX-31,John,Carter,R,R+13,R+12.64,354
TX-32,Pete,Sessions,R,R+7,R+7.44,294
UT-01,Rob,Bishop,R,R+20,R+20.24,416
UT-02,Jim,Matheson,D,R+14,R+13.9,366
UT-03,Jason,Chaffetz,R,R+24,R+24.5,426
VT-00,Peter,Welch,D,D+14,D+14.29,77
VA-01,Rob,Wittman,R,R+6,R+6.48,282
VA-02,Glenn,Nye,D,R+4,R+3.75,240
VA-03,Bobby,Scott,D,D+21,D+21.27,49
VA-04,Randy,Forbes,R,R+4,R+3.66,238
VA-05,Tom,Perriello,D,R+5,R+4.96,258
VA-06,Bob,Goodlatte,R,R+12,R+11.63,343
VA-07,Eric,Cantor,R,R+8,R+8.07,303
VA-08,Jim,Moran,D,D+16,D+16.19,68
VA-09,Rick,Boucher,D,R+12,R+12.3,348
VA-10,Frank,Wolf,R,R+1,R+1.25,216
VA-11,Gerry,Connolly,D,D+3,D+3.12,168
WA-01,Jay,Inslee,D,D+9,D+9.41,112
WA-02,Rick,Larsen,D,D+3,D+3.36,166
WA-03,Brian,Baird,D,D+1,D+0.56,195
WA-04,Doc,Hastings,R,R+13,R+12.64,353
WA-05,Cathy,McMorris Rodgers,R,R+7,R+6.67,283
WA-06,Norm,Dicks,D,D+5,D+5.08,153
WA-07,Jim,McDermott,D,D+31,D+31.26,23
WA-08,Dave,Reichert,R,D+4,D+3.51,162
WA-09,Adam,Smith,D,D+5,D+5.06,154
WV-01,Alan,Mollohan,D,R+10,R+10.29,335
WV-02,Shelley Moore,Capito,R,R+8,R+8.43,308
WV-03,Nick,Rahall,D,R+9,R+8.51,311
WI-01,Paul,Ryan,R,R+2,R+1.89,221
WI-02,Tammy,Baldwin,D,D+16,D+15.52,71
WI-03,Ron,Kind,D,D+4,D+4.47,158
WI-04,Gwen,Moore,D,D+22,D+22.16,45
WI-05,Jim,Sensenbrenner,R,R+12,R+12.09,345
WI-06,Tom,Petri,R,R+4,R+3.77,241
WI-07,Dave,Obey,D,D+3,D+2.82,174
WI-08,Steve,Kagen,D,R+1,R+0.59,207
WY-00,Cynthia,Lummis,R,R+20,R+19.96,415
