Dist,First,Last,Party,2021 PVI,2021 Raw PVI,Rank
CA-32,Grace,Napolitano,D,D+16,D+15.56,89
CA-33,Ted,Lieu,D,D+19,D+18.79,70
CA-34,Jimmy,Gomez,D,D+32,D+32.2,15
CA-35,Norma,Torres,D,D+16,D+15.87,87
CA-36,Raul,Ruiz,D,D+4,D+4.36,168
CA-37,Karen,Bass,D,D+35,D+34.92,9
CA-38,Linda,Sánchez,D,D+16,D+16.02,85
CA-39,Young,Kim,R,D+3,D+3.04,177
CA-40,Lucille,Roybal-Allard,D,D+29,D+28.83,24
CA-41,Mark,Takano,D,D+12,D+11.51,116
CA-42,Ken,Calvert,R,R+6,R+6.38,265
CA-43,Maxine,Waters,D,D+28,D+27.59,29
CA-44,Nanette,Barragán,D,D+30,D+30.06,19
CA-45,Katie,Porter,D,D+3,D+3.07,176
CA-46,Lou,Correa,D,D+15,D+14.92,92
CA-47,Alan,Lowenthal,D,D+13,D+12.64,103
CA-48,Michelle,Steel,R,R+1,R+1.19,218
CA-49,Mike,Levin,D,D+4,D+3.9,173
CA-50,Darrell,Issa,R,R+7,R+6.93,273
CA-51,Juan,Vargas,D,D+18,D+18.3,73
CA-52,Scott,Peters,D,D+12,D+12.24,111
CA-53,Sara,Jacobs,D,D+16,D+16.49,81
CO-01,Diana,DeGette,D,D+25,D+24.77,44
CO-02,Joe,Neguse,D,D+13,D+12.52,105
CO-03,Lauren,Boebert,R,R+6,R+5.72,258
CO-04,Ken,Buck,R,R+11,R+11.24,322
CO-05,Doug,Lamborn,R,R+10,R+10.32,305
CO-06,Jason,Crow,D,D+7,D+6.54,158
CO-07,Ed,Perlmutter,D,D+8,D+8.49,141
CT-01,John B.,Larson,D,D+12,D+11.69,113
CT-02,Joe,Courtney,D,D+3,D+2.6,185
CT-03,Rosa,DeLauro,D,D+8,D+8.04,147
CT-04,Jim,Himes,D,D+12,D+12.29,109
CT-05,Jahana,Hayes,D,D+3,D+2.61,184
DE-AL,Lisa,Blunt Rochester,D,D+7,D+6.74,154
FL-01,Matt,Gaetz,R,R+20,R+19.89,388
FL-02,Neal,Dunn,R,R+20,R+19.85,386
FL-03,Kat,Cammack,R,R+9,R+9.07,295
FL-04,John,Rutherford,R,R+14,R+13.62,339
FL-05,Al,Lawson,D,D+11,D+11.35,120
FL-06,Michael,Waltz,R,R+11,R+10.79,313
FL-07,Stephanie,Murphy,D,D+3,D+2.92,179
FL-08,Bill,Posey,R,R+11,R+11.36,324
FL-09,Darren,Soto,D,D+2,D+2.31,187
FL-10,Val,Demings,D,D+11,D+10.96,122
FL-11,Daniel,Webster,R,R+18,R+18.09,375
FL-12,Gus,Bilirakis,R,R+11,R+10.8,314
FL-13,Charlie,Crist,D,EVEN,R+0.01,209
FL-14,Kathy,Castor,D,D+6,D+6.29,159
FL-15,Scott,Franklin,R,R+7,R+6.51,267
FL-16,Vern,Buchanan,R,R+6,R+6.42,266
FL-17,Greg,Steube,R,R+16,R+15.82,355
FL-18,Brian,Mast,R,R+6,R+6.35,264
FL-19,Byron,Donalds,R,R+12,R+12.43,331
FL-20,Alcee,Hastings,D,D+27,D+26.74,34
FL-21,Lois,Frankel,D,D+7,D+6.92,152
FL-22,Ted,Deutch,D,D+6,D+5.64,162
FL-23,Debbie,Wasserman Schultz,D,D+8,D+7.81,148
FL-24,Frederica,Wilson,D,D+26,D+26.01,37
FL-25,Mario,Díaz-Balart,R,R+11,R+10.88,317
FL-26,Carlos A.,Giménez,R,R+2,R+2.01,222
FL-27,Maria Elvira,Salazar,R,D+2,D+1.75,195
GA-01,Buddy,Carter,R,R+9,R+8.68,289
GA-02,Sanford,Bishop,D,D+4,D+4.15,170
GA-03,Drew,Ferguson,R,R+16,R+15.54,354
GA-04,Hank,Johnson,D,D+27,D+27.01,32
GA-05,Nikema,Williams,D,D+35,D+35.36,8
GA-06,Lucy,McBath,D,D+2,D+2.06,192
GA-07,Carolyn,Bourdeaux,D,EVEN,R+0.34,212
GA-08,Austin,Scott,R,R+15,R+15.11,353
GA-09,Andrew,Clyde,R,R+30,R+30.09,430
GA-10,Jody,Hice,R,R+13,R+13.11,333
GA-11,Barry,Loudermilk,R,R+11,R+11.08,319
GA-12,Rick,Allen,R,R+9,R+8.89,293
GA-13,David,Scott,D,D+23,D+23.48,49
GA-14,Marjorie Taylor,Greene,R,R+27,R+27.07,424
HI-01,Ed,Case,D,D+14,D+13.55,96
HI-02,Kai,Kahele,D,D+14,D+13.75,95
ID-01,Russ,Fulcher,R,R+22,R+21.65,403
ID-02,Mike,Simpson,R,R+15,R+14.75,350
IL-01,Bobby,Rush,D,D+24,D+23.72,48
IL-02,Robin,Kelly,D,D+27,D+26.96,33
IL-03,Marie,Newman,D,D+5,D+4.82,166
IL-04,Chuy,García,D,D+31,D+31.29,17
IL-05,Mike,Quigley,D,D+22,D+21.79,60
IL-06,Sean,Casten,D,D+4,D+3.8,175
IL-07,Danny K.,Davis,D,D+36,D+36.43,6
IL-08,Raja,Krishnamoorthi,D,D+9,D+8.6,139
IL-09,Jan,Schakowsky,D,D+21,D+20.58,64
IL-10,Brad,Schneider,D,D+13,D+13.45,97
IL-11,Bill,Foster,D,D+11,D+10.97,121
IL-12,Mike,Bost,R,R+9,R+9.38,296
IL-13,Rodney,Davis,R,R+4,R+4.03,237
IL-14,Lauren,Underwood,D,R+2,R+1.57,221
IL-15,Mary,Miller,R,R+26,R+25.73,419
IL-16,Adam,Kinzinger,R,R+10,R+10.42,309
IL-17,Cheri,Bustos,D,R+3,R+2.68,228
IL-18,Darin,LaHood,R,R+15,R+14.93,352
IN-01,Frank J.,Mrvan,D,D+3,D+3,178
IN-02,Jackie,Walorski,R,R+13,R+12.85,332
IN-03,Jim,Banks,R,R+18,R+18.03,373
IN-04,Jim,Baird,R,R+18,R+17.92,370
IN-05,Victoria,Spartz,R,R+4,R+4.39,244
IN-06,Greg,Pence,R,R+23,R+22.51,408
IN-07,André,Carson,D,D+12,D+11.57,115
IN-08,Larry,Buchson,R,R+19,R+18.59,377
IN-09,Trey,Hollingsworth,R,R+15,R+14.54,348
IA-01,Ashley,Hinson,R,R+4,R+3.76,235
IA-02,Mariannette,Miller-Meeks,R,R+4,R+4.05,238
IA-03,Cindy,Axne,D,R+2,R+2.5,227
IA-04,Randy,Feenstra,R,R+16,R+15.87,356
KS-01,Tracey,Mann,R,R+24,R+23.91,410
KS-02,Jake,LaTurner,R,R+10,R+10.19,303
KS-03,Sharice,Davids,D,D+2,D+2.24,189
KS-04,Ron,Estes,R,R+14,R+13.94,342
KY-01,James,Comer,R,R+26,R+26.37,422
KY-02,Brett,Guthrie,R,R+21,R+21.34,399
KY-03,John,Yarmuth,D,D+8,D+8.34,143
KY-04,Thomas,Massie,R,R+19,R+18.7,378
KY-05,Hal,Rogers,R,R+33,R+33.34,434
KY-06,Andy,Barr,R,R+7,R+7.49,276
LA-01,Steve,Scalise,R,R+22,R+21.95,406
LA-02,Cedric,Richmond,D,D+25,D+24.84,43
LA-03,Clay,Higgins,R,R+21,R+21.4,401
LA-04,Mike,Johnson,R,R+14,R+14.38,345
LA-05,Julia,Letlow,R,R+17,R+17.31,365
LA-06,Garret,Graves,R,R+18,R+17.6,368
ME-01,Chellie,Pingree,D,D+9,D+8.92,137
ME-02,Jared,Golden,D,R+6,R+6.25,262
MD-01,Andy,Harris,R,R+13,R+13.26,336
MD-02,Dutch,Ruppersberger,D,D+14,D+13.99,94
MD-03,John,Sarbanes,D,D+17,D+17.12,76
MD-04,Anthony G.,Brown,D,D+28,D+28.43,26
MD-05,Steny,Hoyer,D,D+17,D+16.9,78
MD-06,David,Trone,D,D+9,D+8.94,136
MD-07,Kweisi,Mfume,D,D+27,D+27.43,31
MD-08,Jamie,Raskin,D,D+18,D+17.87,75
MA-01,Richard,Neal,D,D+10,D+10.06,129
MA-02,Jim,McGovern,D,D+10,D+10.48,126
MA-03,Lori,Trahan,D,D+12,D+12.09,112
MA-04,Jake,Auchincloss,D,D+13,D+12.99,100
MA-05,Katherine,Clark,D,D+23,D+23.04,54
MA-06,Seth,Moulton,D,D+11,D+10.68,125
MA-07,Ayanna,Pressley,D,D+35,D+34.79,10
MA-08,Stephen F.,Lynch,D,D+14,D+14.43,93
MA-09,Bill,Keating,D,D+6,D+6.17,160
MI-01,Jack,Bergman,R,R+11,R+11.39,325
MI-02,Bill,Huizenga,R,R+9,R+8.81,292
MI-03,Peter,Meijer,R,R+4,R+4.47,246
MI-04,John,Moolenaar,R,R+14,R+14.41,346
MI-05,Dan,Kildee,D,EVEN,D+0.24,203
MI-06,Fred,Upton,R,R+5,R+4.83,251
MI-07,Tim,Walberg,R,R+10,R+9.99,301
MI-08,Elissa,Stotkin,D,R+3,R+3.19,230
MI-09,Andy,Levin,D,D+4,D+4.06,172
MI-10,Lisa,McClain,R,R+18,R+17.52,367
MI-11,Haley,Stevens,D,R+1,R+0.83,217
MI-12,Debbie,Dingell,D,D+13,D+12.81,101
MI-13,Rashida,Tlaib,D,D+28,D+28.18,27
MI-14,Brenda,Lawrence,D,D+29,D+28.54,25
MN-01,Brian,Hagedorn,R,R+8,R+7.9,282
MN-02,Angie,Craig,D,EVEN,D+0.47,201
MN-03,Dean,Phillips,D,D+7,D+6.68,156
MN-04,Betty,McCollum,D,D+16,D+16.4,84
MN-05,Ilhan,Omar,D,D+29,D+29.48,20
MN-06,Tom,Emmer,R,R+13,R+13.18,334
MN-07,Michele,Fischbach,R,R+17,R+17.36,366
MN-08,Pete,Stauber,R,R+10,R+9.66,299
MS-01,Trent,Kelly,R,R+18,R+17.99,371
MS-02,Bennie,Thompson,D,D+13,D+12.52,107
MS-03,Michael,Guest,R,R+13,R+13.34,338
MS-04,Steven,Palazzo,R,R+22,R+21.7,404
MO-01,Cori,Bush,D,D+29,D+29.29,21
MO-02,Ann,Wagner,R,R+3,R+3.34,231
MO-03,Blaine,Luetkemeyer,R,R+21,R+20.69,394
MO-04,Vicky,Hartzler,R,R+20,R+19.77,384
MO-05,Emanuel,Cleaver,D,D+7,D+7.19,151
MO-06,Sam,Graves,R,R+17,R+17.1,364
MO-07,Billy,Long,R,R+24,R+24,411
MO-08,Jason,Smith,R,R+30,R+30.3,431
MT-AL,Matt,Rosendale,R,R+11,R+11.06,318
NE-01,Jeff,Fortenberry,R,R+11,R+10.57,311
NE-02,Don,Bacon,R,EVEN,D+0.22,204
NE-03,Adrian,Smith,R,R+30,R+29.56,428
NV-01,Dina,Titus,D,D+11,D+11.46,119
NV-02,Mark,Amodei,R,R+8,R+7.52,277
NV-03,Susie,Lee,D,R+2,R+2.04,223
NV-04,Steven,Horsford,D,EVEN,D+0.18,205
NH-01,Chris,Pappas,D,EVEN,D+0.11,207
NH-02,Annie,Kuster,D,D+2,D+1.68,196
NJ-01,Donald,Norcross,D,D+11,D+10.86,124
NJ-02,Jeff,Van Drew,R,R+4,R+3.68,233
NJ-03,Andy,Kim,D,R+3,R+2.85,229
NJ-04,Chris,Smith,R,R+8,R+7.88,281
NJ-05,Josh,Gottheimer,D,EVEN,R+0.15,210
NJ-06,Frank,Pallone,D,D+6,D+6,161
NJ-07,Tom,Malinowski,D,D+2,D+1.95,194
NJ-08,Albio,Sires,D,D+22,D+21.91,59
NJ-09,Bill,Pascrell,D,D+12,D+11.63,114
NJ-10,Donald,Payne Jr.,D,D+33,D+33.43,11
NJ-11,Mikie,Sherrill,D,EVEN,D+0.42,202
NJ-12,Bonnie,Watson Coleman,D,D+16,D+15.92,86
NM-01,Deb,Haaland,D,D+9,D+9.14,135
NM-02,Yvette,Herrell,R,R+8,R+7.93,283
NM-03,Teresa,Leger Fernandez,D,D+7,D+6.9,153
NY-01,Lee,Zeldin,R,R+5,R+5.15,254
NY-02,Andrew,Garbarino,R,R+5,R+4.68,248
NY-03,Tom,Suozzi,D,D+3,D+2.76,181
NY-04,Kathleen,Rice,D,D+4,D+3.9,174
NY-05,Gregory,Meeks,D,D+33,D+32.62,13
NY-06,Grace,Meng,D,D+12,D+11.5,117
NY-07,Nydia,Velázquez,D,D+32,D+32.26,14
NY-08,Hakeem,Jeffries,D,D+32,D+32.15,16
NY-09,Yvette,Clarke,D,D+31,D+30.86,18
NY-10,Jerry,Nadler,D,D+26,D+25.84,38
NY-11,Nicole,Malliotakis,R,R+7,R+7.23,274
NY-12,Carolyn,Maloney,D,D+33,D+33.3,12
NY-13,Adriano,Espaillat,D,D+38,D+38.2,3
NY-14,Alexandria,Ocasio-Cortez,D,D+23,D+23.38,50
NY-15,Ritchie,Torres,D,D+37,D+36.94,4
NY-16,Jamaal,Bowman,D,D+24,D+24.24,45
NY-17,Mondaire,Jones,D,D+8,D+8.26,145
NY-18,Sean Patrick,Maloney,D,EVEN,R+0.33,211
NY-19,Antonio,Delgado,D,R+2,R+2.32,225
NY-20,Paul,Tonko,D,D+8,D+7.71,149
NY-21,Elise,Stefanik,R,R+8,R+7.81,280
NY-22,Claudia,Tenney,R,R+8,R+8.43,287
NY-23,Tom,Reed,R,R+8,R+8.28,286
NY-24,John,Katko,R,D+2,D+1.98,193
NY-25,Joseph,Morelle,D,D+9,D+8.73,138
NY-26,Brian,Higgins,D,D+11,D+10.9,123
NY-27,Chris,Jacobs,R,R+11,R+11.21,321
NC-01,G. K.,Butterfield,D,D+3,D+2.7,183
NC-02,Deborah K.,Ross,D,D+13,D+12.75,102
NC-03,Greg,Murphy,R,R+14,R+13.94,341
NC-04,David,Price,D,D+15,D+15.35,91
NC-05,Virginia,Foxx,R,R+20,R+20.25,391
NC-06,Kathy,Manning,D,D+10,D+10.04,130
NC-07,David,Rouzer,R,R+11,R+11.13,320
NC-08,Richard,Hudson,R,R+6,R+5.6,257
NC-09,Dan,Bishop,R,R+6,R+6.31,263
NC-10,Patrick,McHenry,R,R+21,R+20.72,395
NC-11,Madison,Cawthorn,R,R+9,R+8.8,290
NC-12,Alma,Adams,D,D+19,D+18.73,72
NC-13,Ted,Budd,R,R+20,R+20.04,389
ND-AL,Kelly,Armstrong,R,R+20,R+19.85,385
OH-01,Steve,Chabot,R,R+4,R+4.07,239
OH-02,Brad,Wenstrup,R,R+9,R+8.92,294
OH-03,Joyce,Beatty,D,D+19,D+19.01,69
OH-04,Jim,Jordan,R,R+20,R+20.09,390
OH-05,Bob,Latta,R,R+15,R+14.82,351
OH-06,Bill,Johnson,R,R+25,R+24.88,416
OH-07,Bob,Gibbs,R,R+18,R+18.08,374
OH-08,Warren,Davidson,R,R+19,R+19.22,381
OH-09,Marcy,Kaptur,D,D+8,D+8.19,146
OH-10,Mike,Turner,R,R+5,R+4.61,247
OH-11,Marcia,Fudge,D,D+29,D+29.1,22
OH-12,Troy,Balderson,R,R+6,R+5.76,259
OH-13,Tim,Ryan,D,EVEN,D+0.15,206
OH-14,David,Joyce,R,R+7,R+6.9,272
OH-15,Steve,Stivers,R,R+9,R+9.48,297
OH-16,Anthony,Gonzalez,R,R+10,R+9.57,298
OK-01,Kevin,Hern,R,R+15,R+14.58,349
OK-02,Markwayne,Mullin,R,R+29,R+29.11,427
OK-03,Frank,Lucas,R,R+29,R+28.7,426
OK-04,Tom,Cole,R,R+20,R+19.86,387
OK-05,Stephanie,Bice,R,R+6,R+5.84,260
OR-01,Suzanne,Bonamici,D,D+12,D+12.37,108
OR-02,Cliff,Bentz,R,R+10,R+9.88,300
OR-03,Earl,Blumenauer,D,D+24,D+24.01,46
OR-04,Peter,DeFazio,D,EVEN,R+0.43,213
OR-05,Kurt,Schrader,D,D+2,D+2.31,188
PA-01,Brian,Fitzpatrick,R,EVEN,D+0.49,200
PA-02,Brendan,Boyle,D,D+20,D+19.66,66
PA-03,Dwight,Evans,D,D+40,D+40.11,1
PA-04,Madeleine,Dean,D,D+10,D+9.67,132
PA-05,Mary Gay,Scanlon,D,D+13,D+13.42,98
PA-06,Chrissy,Houlahan,D,D+5,D+4.95,164
PA-07,Susan,Wild,D,EVEN,R+0.01,208
PA-08,Matt,Cartwright,D,R+5,R+4.88,253
PA-09,Dan,Meuser,R,R+18,R+18,372
PA-10,Scott,Perry,R,R+4,R+4.26,241
PA-11,Lloyd,Smucker,R,R+14,R+13.69,340
PA-12,Fred,Keller,R,R+20,R+20.45,392
PA-13,John,Joyce,R,R+25,R+24.72,414
PA-14,Guy,Reschenthaler,R,R+16,R+16.15,359
PA-15,Glenn,Thompson,R,R+24,R+24.18,412
PA-16,Mike,Kelly,R,R+12,R+11.68,327
PA-17,Conor,Lamb,D,R+1,R+1.28,219
PA-18,Mike,Doyle,D,D+13,D+13,99
RI-01,David,Cicilline,D,D+13,D+12.52,106
RI-02,James,Langevin,D,D+4,D+4.06,171
SC-01,Nancy,Mace,R,R+6,R+6.02,261
SC-02,Joe,Wilson,R,R+9,R+8.8,291
SC-03,Jeff,Duncan,R,R+21,R+21.19,398
SC-04,William,Timmons,R,R+13,R+13.22,335
SC-05,Ralph,Norman,R,R+11,R+10.75,312
SC-06,Jim,Clyburn,D,D+16,D+16.42,83
SC-07,Tom,Rice,R,R+11,R+11.47,326
SD-AL,Dusty,Johnson,R,R+16,R+16.05,357
TN-01,Diana,Harshbarger,R,R+30,R+30,429
TN-02,Tim,Burchett,R,R+18,R+17.77,369
TN-03,Chuck,Fleischmann,R,R+19,R+18.98,380
TN-04,Scott,DesJarlais,R,R+21,R+21.38,400
TN-05,Jim,Cooper,D,D+10,D+9.61,133
TN-06,John,Rose,R,R+26,R+26.32,421
TN-07,Mark E.,Green,R,R+21,R+20.69,393
TN-08,David,Kustoff,R,R+19,R+18.89,379
TN-09,Steve,Cohen,D,D+28,D+27.9,28
TX-01,Louie,Gohmert,R,R+25,R+24.82,415
TX-02,Dan,Crenshaw,R,R+4,R+3.69,234
TX-03,Van,Taylor,R,R+4,R+4.24,240
TX-04,Pat,Fallon,R,R+28,R+27.87,425
TX-05,Lance,Gooden,R,R+14,R+14.34,344
TX-06,Ron,Wright,R,R+5,R+4.72,249
TX-07,Lizzie,Fletcher,D,D+1,D+1.42,197
TX-08,Kevin,Brady,R,R+24,R+24.42,413
TX-09,Al,Green,D,D+26,D+25.77,39
TX-10,Michael,McCaul,R,R+4,R+3.8,236
TX-11,August,Pfluger,R,R+32,R+32.13,432
TX-12,Kay,Granger,R,R+15,R+14.53,347
TX-13,Ronny,Jackson,R,R+33,R+32.84,433
TX-14,Randy,Weber,R,R+12,R+11.94,328
TX-15,Vicente,Gonzalez,D,D+1,D+0.89,199
TX-16,Veronica,Escobar,D,D+16,D+16.49,80
TX-17,Pete,Sessions,R,R+8,R+8.48,288
TX-18,Sheila,Jackson Lee,D,D+25,D+25.37,41
TX-19,Jodey,Arrington,R,R+26,R+25.84,420
TX-20,Joaquin,Castro,D,D+13,D+12.56,104
TX-21,Chip,Roy,R,R+4,R+4.32,242
TX-22,Troy,Nehls,R,R+3,R+3.36,232
TX-23,Tony,Gonzales,R,R+2,R+2.22,224
TX-24,Beth,Van Duyne,R,R+1,R+0.73,216
TX-25,Roger,Williams,R,R+8,R+7.58,278
TX-26,Michael C.,Burgess,R,R+11,R+10.84,316
TX-27,Michael,Cloud,R,R+14,R+14.06,343
TX-28,Henry,Cuellar,D,D+2,D+2.24,190
TX-29,Sylvia,Garcia,D,D+16,D+16.49,82
TX-30,Eddie Bernice,Johnson,D,D+29,D+28.97,23
TX-31,John,Carter,R,R+5,R+4.76,250
TX-32,Colin,Allred,D,D+2,D+2.23,191
TX-33,Marc,Veasey,D,D+22,D+22.38,57
TX-34,Filemon,Vela Jr.,D,D+2,D+2.32,186
TX-35,Lloyd,Doggett,D,D+17,D+16.66,79
TX-36,Brian,Babin,R,R+25,R+25.08,417
UT-01,Blake,Moore,R,R+19,R+19.49,383
UT-02,Chris,Stewart,R,R+10,R+10.41,308
UT-03,John,Curtis,R,R+16,R+16.08,358
UT-04,Burgess,Owens,R,R+7,R+6.74,269
VT-AL,Peter,Welch,D,D+16,D+15.54,90
VA-01,Rob,Wittman,R,R+5,R+5.3,255
VA-02,Elaine,Luria,D,R+1,R+0.63,215
VA-03,Bobby,Scott,D,D+16,D+15.86,88
VA-04,Donald,McEachin,D,D+10,D+10.33,128
VA-05,Bob,Good,R,R+7,R+6.64,268
VA-06,Ben,Cline,R,R+13,R+13.34,337
VA-07,Abigail,Spanberger,D,R+2,R+2.42,226
VA-08,Don,Beyer,D,D+26,D+26.45,35
VA-09,Morgan,Griffith,R,R+23,R+23.35,409
VA-10,Jennifer,Wexton,D,D+7,D+6.69,155
VA-11,Gerry,Connolly,D,D+19,D+19.22,68
WA-01,Suzan,DelBene,D,D+8,D+8.29,144
WA-02,Rick,Larsen,D,D+11,D+11.48,118
WA-03,Jaime,Herrera Beutler,R,R+4,R+4.43,245
WA-04,Dan,Newhouse,R,R+12,R+12.06,329
WA-05,Cathy,McMorris Rodgers,R,R+7,R+7.26,275
WA-06,Derek,Kilmer,D,D+7,D+6.61,157
WA-07,Pramila,Jayapal,D,D+35,D+35.38,7
WA-08,Kim,Schrier,D,D+1,D+0.95,198
WA-09,Adam,Smith,D,D+23,D+22.97,55
WA-10,Marilyn,Strickland,D,D+6,D+5.57,163
WV-01,David,McKinley,R,R+22,R+21.89,405
WV-02,Alex,Mooney,R,R+19,R+19.23,382
WV-03,Carol,Miller,R,R+27,R+26.54,423
WI-01,Bryan,Steil,R,R+7,R+6.85,271
WI-02,Mark,Pocan,D,D+18,D+18.14,74
WI-03,Ron,Kind,D,R+4,R+4.36,243
WI-04,Gwen,Moore,D,D+25,D+25.17,42
WI-05,Scott L.,Fitzgerald,R,R+10,R+10.38,307
WI-06,Glenn,Grothman,R,R+10,R+10.01,302
WI-07,Tom,Tiffany,R,R+12,R+12.25,330
WI-08,Mike,Gallagher,R,R+10,R+10.35,306
WY-AL,Liz,Cheney,R,R+25,R+25.27,418
