Dist,First,Last,Party,2003 PVI,2003 Raw PVI,Rank
DE-00,Mike,Castle,R,D+7,D+6.59,136
FL-01,Jeff,Miller,R,R+19,R+19.17,413
FL-02,Allen,Boyd,D,R+3,R+2.96,229
FL-03,Corrine,Brown,D,D+15,D+14.87,66
FL-04,Ander,Crenshaw,R,R+16,R+16.1,395
FL-05,Ginny,Brown-Waite,R,R+4,R+4.35,251
FL-06,Cliff,Stearns,R,R+9,R+8.5,319
FL-07,John,Mica,R,R+4,R+4.18,249
FL-08,Ric,Keller,R,R+4,R+4.01,246
FL-09,Michael,Bilirakis,R,R+4,R+4.42,252
FL-10,Bill,Young,R,D+1,D+0.53,187
FL-11,Jim,Davis,D,D+11,D+10.72,97
FL-12,Adam,Putnam,R,R+5,R+5.08,262
FL-13,Katherine,Harris,R,R+5,R+4.72,256
FL-14,Porter,Goss,R,R+12,R+11.62,350
FL-15,Dave,Weldon,R,R+4,R+4,245
FL-16,Mark,Foley,R,R+3,R+3.33,233
FL-17,Kendrick,Meek,D,D+35,D+34.52,10
FL-18,Ileana,Ros-Lehtinen,R,R+7,R+7.01,294
FL-19,Robert,Wexler,D,D+23,D+22.52,38
FL-20,Peter,Deutsch,D,D+19,D+18.69,51
FL-21,Lincoln,Díaz-Balart,R,R+8,R+8.15,314
FL-22,Clay,Shaw,R,D+2,D+2.16,174
FL-23,Alcee,Hastings,D,D+30,D+29.54,24
FL-24,Tom,Feeney,R,R+4,R+3.67,240
FL-25,Mario,Díaz-Balart,R,R+5,R+5.33,266
GA-01,Jack,Kingston,R,R+15,R+14.7,383
GA-02,Sanford,Bishop,D,R+1,R+1.22,209
GA-03,Jim,Marshall,D,R+3,R+2.59,220
GA-04,Denise,Majette,D,D+20,D+20.44,44
GA-05,John,Lewis,D,D+21,D+20.81,42
GA-06,Johnny,Isakson,R,R+19,R+19.46,414
GA-07,John,Linder,R,R+22,R+22.27,425
GA-08,Mac,Collins,R,R+20,R+20.39,417
GA-09,Charlie,Norwood,R,R+18,R+17.92,405
GA-10,Nathan,Deal,R,R+21,R+21.4,422
GA-11,Phil,Gingrey,R,R+2,R+2.45,219
GA-12,Max,Burns,R,D+4,D+4.04,162
GA-13,David,Scott,D,D+8,D+7.72,120
HI-01,Neil,Abercrombie,D,D+8,D+8.42,114
HI-02,Ed,Case,D,D+11,D+10.7,98
ID-01,Butch,Otter,R,R+21,R+21.11,419
ID-02,Mike,Simpson,R,R+21,R+21.13,420
IL-01,Bobby,Rush,D,D+34,D+34.14,11
IL-02,Jesse,Jackson Jr.,D,D+33,D+33.02,16
IL-03,Bill,Lipinski,D,D+9,D+8.74,112
IL-04,Luis,Gutiérrez,D,D+29,D+29.4,25
IL-05,Rahm,Emanuel,D,D+16,D+15.71,63
IL-06,Henry,Hyde,R,R+5,R+5.19,264
IL-07,Danny K.,Davis,D,D+34,D+33.64,15
IL-08,Phil,Crane,R,R+7,R+7.48,303
IL-09,Jan,Schakowsky,D,D+18,D+18.37,53
IL-10,Mark,Kirk,R,D+2,D+1.7,176
IL-11,Jerry,Weller,R,R+1,R+1.32,210
IL-12,Jerry,Costello,D,D+5,D+5.06,149
IL-13,Judy,Biggert,R,R+7,R+6.97,293
IL-14,Dennis,Hastert,R,R+6,R+6.4,290
IL-15,Tim,Johnson,R,R+6,R+6.26,286
IL-16,Donald,Manzullo,R,R+6,R+5.93,279
IL-17,Lane,Evans,D,D+5,D+4.81,151
IL-18,Ray,LaHood,R,R+6,R+5.66,272
IL-19,John,Shimkus,R,R+8,R+7.85,310
IN-01,Pete,Visclosky,D,D+7,D+7.1,127
IN-02,Chris,Chocola,R,R+5,R+4.81,258
IN-03,Mark,Souder,R,R+17,R+16.86,400
IN-04,Steve,Buyer,R,R+18,R+18,407
IN-05,Dan,Burton,R,R+20,R+20.11,415
IN-06,Mike,Pence,R,R+10,R+9.95,332
IN-07,Julia,Carson,D,D+6,D+6.29,138
IN-08,John,Hostettler,R,R+8,R+7.81,309
IN-09,Baron,Hill,D,R+8,R+7.55,304
IA-01,Jim,Nussle,R,D+4,D+3.55,167
IA-02,Jim,Leach,R,D+5,D+5.28,145
IA-03,Leonard,Boswell,D,EVEN,D+0.03,195
IA-04,Tom,Latham,R,R+1,R+0.67,200
IA-05,Steve,King,R,R+9,R+9.15,323
KS-01,Jerry,Moran,R,R+20,R+20.2,416
KS-02,Jim,Ryun,R,R+7,R+7.27,297
KS-03,Dennis,Moore,D,R+6,R+5.78,274
KS-04,Todd,Tiahrt,R,R+12,R+11.96,354
KY-01,Ed,Whitfield,R,R+9,R+9.49,326
KY-02,Ron,Lewis,R,R+13,R+13.09,370
KY-03,Anne,Northup,R,D+1,D+1.02,183
KY-04,Ken,Lucas,D,R+12,R+12.5,365
KY-05,Hal,Rogers,R,R+8,R+7.79,308
KY-06,Ernie,Fletcher,R,R+7,R+7.32,300
LA-01,David,Vitter,R,R+18,R+18.41,410
LA-02,William J.,Jefferson,D,D+27,D+27,30
LA-03,Billy,Tauzin,R,R+4,R+3.88,243
LA-04,Jim,McCrery,R,R+6,R+6.23,284
LA-05,Rodney,Alexander,D,R+9,R+9.15,322
LA-06,Richard H.,Baker,R,R+6,R+6.3,287
LA-07,Chris,John,D,R+7,R+7.14,296
ME-01,Tom,Allen,D,D+4,D+3.99,164
ME-02,Mike,Michaud,D,D+1,D+0.74,184
MD-01,Wayne,Gilchrist,R,R+9,R+9.19,324
MD-02,Dutch,Ruppersberger,D,D+8,D+7.91,118
MD-03,Ben,Cardin,D,D+7,D+6.94,131
MD-04,Albert,Wynn,D,D+28,D+27.96,27
MD-05,Steny,Hoyer,D,D+8,D+7.65,121
MD-06,Roscoe,Bartlett,R,R+13,R+12.98,369
MD-07,Elijah,Cummings,D,D+24,D+24.13,34
MD-08,Chris,Van Hollen,D,D+18,D+17.59,58
MA-01,John,Olver,D,D+13,D+12.64,84
MA-02,Richard,Neal,D,D+12,D+12.32,86
MA-03,Jim,McGovern,D,D+13,D+12.61,85
MA-04,Barney,Frank,D,D+19,D+18.98,49
MA-05,Marty,Meehan,D,D+11,D+10.6,99
MA-06,John F.,Tierney,D,D+11,D+11.41,93
MA-07,Ed,Markey,D,D+19,D+18.54,52
MA-08,Mike,Capuano,D,D+33,D+32.87,17
MA-09,Stephen F.,Lynch,D,D+14,D+13.84,76
MA-10,Bill,Delahunt,D,D+8,D+8.14,115
MI-01,Bart,Stupak,D,R+4,R+3.58,238
MI-02,Pete,Hoekstra,R,R+11,R+10.94,344
MI-03,Vern,Ehlers,R,R+11,R+11.04,346
MI-04,Dave,Camp,R,R+5,R+5.3,265
MI-05,Dale,Kildee,D,D+12,D+11.89,91
MI-06,Fred,Upton,R,R+4,R+3.93,244
MI-07,Nick,Smith,R,R+3,R+2.92,228
MI-08,Mike,Rogers,R,R+2,R+2.3,216
MI-09,Joe,Knollenberg,R,R+2,R+2.19,213
MI-10,Candice,Miller,R,R+5,R+4.75,257
MI-11,Thaddeus,McCotter,R,R+2,R+2.33,218
MI-12,Sander,Levin,D,D+12,D+11.94,90
MI-13,Carolyn Cheeks,Kilpatrick,D,D+31,D+30.87,21
MI-14,John,Conyers,D,D+31,D+31.49,20
MI-15,John,Dingell,D,D+11,D+11.18,95
MN-01,Gil,Gutknecht,R,R+3,R+2.62,222
MN-02,John,Kline,R,R+4,R+3.63,239
MN-03,Jim,Ramstad,R,R+2,R+2.31,217
MN-04,Betty,McCollum,D,D+10,D+10.08,102
MN-05,Martin Olav,Sabo,D,D+18,D+18.24,54
MN-06,Mark,Kennedy,R,R+6,R+5.65,271
MN-07,Collin,Peterson,D,R+8,R+7.56,305
MN-08,Jim,Oberstar,D,D+3,D+2.67,172
MS-01,Roger,Wicker,R,R+10,R+10.05,334
MS-02,Bennie,Thompson,D,D+8,D+7.59,122
MS-03,Chip,Pickering,R,R+15,R+15.25,390
MS-04,Gene,Taylor,D,R+17,R+16.72,398
MO-01,Lacy,Clay,D,D+23,D+23.25,37
MO-02,Todd,Akin,R,R+10,R+10.23,337
MO-03,Dick,Gephardt,D,D+5,D+5.36,142
MO-04,Ike,Skelton,D,R+10,R+9.85,331
MO-05,Karen,McCarthy,D,D+12,D+11.76,92
MO-06,Sam,Graves,R,R+5,R+4.83,259
MO-07,Roy,Blunt,R,R+14,R+13.91,376
MO-08,Jo Ann,Emerson,R,R+11,R+10.88,343
MO-09,Kenny,Hulshof,R,R+7,R+6.73,292
MT-00,Denny,Rehberg,R,R+14,R+13.92,378
NE-01,Doug,Bereuter,R,R+12,R+12.11,356
NE-02,Lee,Terry,R,R+10,R+9.73,329
NE-03,Tom,Osborne,R,R+24,R+23.98,430
NV-01,Shelley,Berkley,D,D+8,D+7.77,119
NV-02,Jim,Gibbons,R,R+11,R+10.8,342
NV-03,Jon,Porter,R,EVEN,R+0.01,196
NH-01,Jeb,Bradley,R,R+2,R+1.81,212
NH-02,Charlie,Bass,R,EVEN,D+0.11,193
NJ-01,Rob,Andrews,D,D+15,D+14.82,67
NJ-02,Frank,LoBiondo,R,D+6,D+5.72,139
NJ-03,Jim,Saxton,R,D+5,D+5.06,148
NJ-04,Chris,Smith,R,D+2,D+1.72,175
NJ-05,Scott,Garrett,R,R+4,R+4.1,248
NJ-06,Frank,Pallone,D,D+14,D+13.66,77
NJ-07,Mike,Ferguson,R,R+1,R+0.86,203
NJ-08,Bill,Pascrell,D,D+12,D+12.08,89
NJ-09,Steve,Rothman,D,D+15,D+14.8,68
NJ-10,Donald M.,Payne,D,D+34,D+33.88,12
NJ-11,Rodney,Frelinghuysen,R,R+6,R+5.87,278
NJ-12,Rush,Holt Jr.,D,D+8,D+8.06,117
NJ-13,Bob,Menendez,D,D+24,D+24.07,35
NM-01,Heather,Wilson,R,EVEN,D+0.4,189
NM-02,Steve,Pearce,R,R+6,R+5.84,276
NM-03,Tom,Udall,D,D+4,D+4.19,161
NY-01,Tim,Bishop,D,D+4,D+4.27,159
NY-02,Steve,Israel,D,D+9,D+9.03,108
NY-03,Peter T.,King,R,D+4,D+3.74,166
NY-04,Carolyn,McCarthy,D,D+11,D+10.89,96
NY-05,Gary,Ackerman,D,D+19,D+19.17,46
NY-06,Gregory,Meeks,D,D+39,D+38.94,5
NY-07,Joe,Crowley,D,D+28,D+28.04,26
NY-08,Jerry,Nadler,D,D+30,D+30.24,22
NY-09,Anthony,Weiner,D,D+19,D+19.09,48
NY-10,Edolphus,Towns,D,D+42,D+41.68,3
NY-11,Major,Owens,D,D+40,D+40.27,4
NY-12,Nydia,Velázquez,D,D+34,D+33.68,13
NY-13,Vito,Fossella,R,D+4,D+4.02,163
NY-14,Carolyn,Maloney,D,D+25,D+24.81,32
NY-15,Charles,Rangel,D,D+43,D+42.73,2
NY-16,José E.,Serrano,D,D+44,D+44.18,1
NY-17,Eliot,Engel,D,D+22,D+21.98,39
NY-18,Nita,Lowey,D,D+10,D+9.86,103
NY-19,Sue W.,Kelly,R,R+1,R+1.49,211
NY-20,John E.,Sweeney,R,R+4,R+3.8,241
NY-21,Michael R.,McNulty,D,D+9,D+8.67,113
NY-22,Maurice,Hinchey,D,D+5,D+4.52,154
NY-23,John M.,McHugh,R,R+1,R+1.09,206
NY-24,Sherwood,Boehlert,R,R+1,R+0.86,202
NY-25,James T.,Walsh,R,D+3,D+2.67,171
NY-26,Thomas M.,Reynolds,R,R+4,R+3.55,237
NY-27,Jack,Quinn,R,D+6,D+6.34,137
NY-28,Louise,Slaughter,D,D+13,D+12.86,82
NY-29,Amo,Houghton,R,R+6,R+5.82,275
NC-01,Frank,Ballance,D,D+7,D+7.31,126
NC-02,Bob,Etheridge,D,R+4,R+3.81,242
NC-03,Walter B.,Jones Jr.,R,R+15,R+15.07,388
NC-04,David,Price,D,D+4,D+3.55,168
NC-05,Richard,Burr,R,R+17,R+16.97,401
NC-06,Howard,Coble,R,R+18,R+17.99,406
NC-07,Mike,McIntyre,D,R+2,R+2.2,214
NC-08,Robin,Hayes,R,R+4,R+4.32,250
NC-09,Sue,Myrick,R,R+14,R+13.59,375
NC-10,Cass,Ballenger,R,R+16,R+15.7,392
NC-11,Charles H.,Taylor,R,R+10,R+9.71,328
NC-12,Mel,Watt,D,D+7,D+7.06,128
NC-13,Brad,Miller,D,EVEN,R+0.41,199
ND-00,Earl,Pomeroy,D,R+15,R+14.99,387
OH-01,Steve,Chabot,R,R+3,R+3.27,231
OH-02,Rob,Portman,R,R+15,R+14.88,384
OH-03,Mike,Turner,R,R+4,R+4.05,247
OH-04,Mike,Oxley,R,R+14,R+14.42,381
OH-05,Paul,Gillmor,R,R+12,R+11.55,348
OH-06,Ted,Strickland,D,R+1,R+1.13,207
OH-07,Dave,Hobson,R,R+7,R+7.48,302
OH-08,John,Boehner,R,R+13,R+13.1,371
OH-09,Marcy,Kaptur,D,D+7,D+6.99,129
OH-10,Dennis,Kucinich,D,D+6,D+5.58,140
OH-11,Stephanie Tubbs,Jones,D,D+32,D+31.5,19
OH-12,Pat,Tiberi,R,R+3,R+3.28,232
OH-13,Sherrod,Brown,D,D+4,D+4.37,157
OH-14,Steve,LaTourette,R,R+4,R+4.42,253
OH-15,Deborah,Pryce,R,R+5,R+4.67,255
OH-16,Ralph,Regula,R,R+6,R+5.99,280
OH-17,Tim,Ryan,D,D+13,D+12.83,83
OH-18,Bob,Ney,R,R+8,R+7.71,306
OK-01,John,Sullivan,R,R+13,R+12.81,368
OK-02,Brad,Carson,D,R+3,R+3.07,230
OK-03,Frank,Lucas,R,R+16,R+16.11,396
OK-04,Tom,Cole,R,R+12,R+11.61,349
OK-05,Ernest,Istook,R,R+12,R+12.44,364
OR-01,David,Wu,D,D+3,D+3.09,169
OR-02,Greg,Walden,R,R+14,R+13.58,374
OR-03,Earl,Blumenauer,D,D+15,D+15.22,65
OR-04,Peter,DeFazio,D,R+3,R+2.65,224
OR-05,Darlene,Hooley,D,R+1,R+1.05,205
PA-01,Bob,Brady,D,D+35,D+34.84,9
PA-02,Chaka,Fattah,D,D+38,D+38,6
PA-03,Phil,English,R,R+3,R+2.62,223
PA-04,Melissa,Hart,R,R+3,R+3.34,234
PA-05,John E.,Peterson,R,R+11,R+10.98,345
PA-06,Jim,Gerlach,R,EVEN,R+0.04,197
PA-07,Curt,Weldon,R,D+1,D+1.44,179
PA-08,James C.,Greenwood,R,D+2,D+2.35,173
PA-09,Bill,Shuster,R,R+15,R+15.39,391
PA-10,Don,Sherwood,R,R+8,R+8.48,318
PA-11,Paul,Kanjorski,D,D+5,D+5.31,144
PA-12,John,Murtha,D,D+5,D+5.32,143
PA-13,Joe,Hoeffel,D,D+7,D+6.7,134
PA-14,Mike,Doyle,D,D+21,D+20.99,41
PA-15,Pat,Toomey,R,EVEN,D+0.28,190
PA-16,Joe,Pitts,R,R+14,R+13.91,377
PA-17,Tim,Holden,D,R+8,R+7.72,307
PA-18,Tim,Murphy,D,R+3,R+2.8,225
PA-19,Todd Russell,Platts,R,R+13,R+13.33,373
RI-01,Patrick J.,Kennedy,D,D+17,D+16.84,60
RI-02,James,Langevin,D,D+14,D+14.02,75
SC-01,Henry E.,Brown Jr.,R,R+11,R+10.7,341
SC-02,Joe,Wilson,R,R+10,R+10.1,336
SC-03,Gresham,Barrett,R,R+15,R+14.97,385
SC-04,Jim,DeMint,R,R+16,R+16.22,397
SC-05,John,Spratt,D,R+6,R+6.24,285
SC-06,Jim,Clyburn,D,D+9,D+8.88,111
SD-00,Bill,Janklow,R,R+12,R+11.88,353
TN-01,Bill,Jenkins,R,R+12,R+12.19,360
TN-02,Jimmy,Duncan,R,R+11,R+10.56,340
TN-03,Zach,Wamp,R,R+8,R+8.19,315
TN-04,Lincoln,Davis,D,R+1,R+0.73,201
TN-05,Jim,Cooper,D,D+7,D+7.45,124
TN-06,Bart,Gordon,D,EVEN,R+0.31,198
TN-07,Marsha,Blackburn,R,R+10,R+9.79,330
TN-08,John S.,Tanner,D,D+1,D+1.2,181
TN-09,Harold,Ford Jr.,D,D+14,D+13.64,78
TX-01,Max,Sandlin,D,R+14,R+14.37,380
TX-02,Jim,Turner,D,R+13,R+13.26,372
TX-03,Sam,Johnson,R,R+23,R+22.51,427
TX-04,Ralph,Hall,D,R+20,R+20.45,418
TX-05,Jeb,Hensnarling,R,R+12,R+12.34,362
TX-06,Joe,Barton,R,R+17,R+17.15,402
TX-07,John,Culberson,R,R+18,R+18.16,408
TX-08,Kevin,Brady,R,R+28,R+27.93,435
TX-09,Nick,Lampson,D,R+6,R+5.58,270
TX-10,Lloyd,Doggett,D,D+3,D+2.82,170
TX-11,Chet,Edwards,D,R+18,R+17.76,404
TX-12,Kay,Granger,R,R+17,R+16.86,399
TX-13,Mac,Thornberry,R,R+25,R+24.89,431
TX-14,Ron,Paul,R,R+16,R+15.9,393
TX-15,Rubén,Hinojosa,D,D+4,D+4.27,158
TX-16,Silvestre,Reyes,D,D+9,D+9,109
TX-17,Charles,Stenholm,D,R+22,R+22.49,426
TX-18,Sheila,Jackson Lee,D,D+24,D+24.2,33
TX-19,Larry,Combest,R,R+26,R+25.79,433
TX-20,Charlie,Gonzalez,D,D+7,D+6.86,133
TX-21,Lamar,Smith,R,R+23,R+23.06,428
TX-22,Tom,DeLay,R,R+18,R+18.48,411
TX-23,Henry,Bonilla,R,R+9,R+8.87,321
TX-24,Martin,Frost,D,D+4,D+3.99,165
TX-25,Chris,Bell,D,D+1,D+1.34,180
TX-26,Michael C.,Burgess,R,R+24,R+23.56,429
TX-27,Solomon P.,Ortiz,D,D+1,D+1.06,182
TX-28,Ciro,Rodriguez,D,D+9,D+8.89,110
TX-29,Gene,Green,D,D+10,D+10.36,100
TX-30,Eddie Bernice,Johnson,D,D+19,D+18.86,50
TX-31,John,Carter,R,R+22,R+21.83,424
TX-32,Pete,Sessions,R,R+15,R+15.17,389
UT-01,Rob,Bishop,R,R+22,R+21.78,423
UT-02,Jim,Matheson,D,R+19,R+18.78,412
UT-03,Chris,Cannon,R,R+26,R+26.23,434
VT-00,Bernie,Sanders,I,D+5,D+5.18,147
VA-01,Jo Ann,Davis,R,R+10,R+10.07,335
VA-02,Ed,Schrock,R,R+6,R+6.4,289
VA-03,Bobby,Scott,D,D+17,D+16.83,61
VA-04,Randy,Forbes,R,R+5,R+5.34,267
VA-05,Virgil,Goode,R,R+7,R+7.43,301
VA-06,Bob,Goodlatte,R,R+12,R+11.82,351
VA-07,Eric,Cantor,R,R+12,R+12.3,361
VA-08,Jim,Moran,D,D+10,D+9.78,106
VA-09,Rick,Boucher,D,R+7,R+6.54,291
VA-10,Frank,Wolf,R,R+8,R+7.87,311
VA-11,Tom,Davis,R,R+4,R+3.53,236
WA-01,Jay,Inslee,D,D+5,D+5.25,146
WA-02,Rick,Larsen,D,D+1,D+0.53,186
WA-03,Brian,Baird,D,R+1,R+1.16,208
WA-04,Doc,Hastings,R,R+15,R+14.57,382
WA-05,George,Nethercutt,R,R+9,R+8.72,320
WA-06,Norm,Dicks,D,D+4,D+4.42,156
WA-07,Jim,McDermott,D,D+27,D+27.34,29
WA-08,Jennifer,Dunn,R,EVEN,D+0.42,188
WA-09,Adam,Smith,D,D+5,D+4.79,152
WV-01,Alan,Mollohan,D,R+6,R+6.03,281
WV-02,Shelley Moore,Capito,R,R+5,R+5.45,268
WV-03,Nick,Rahall,D,D+1,D+1.45,178
WI-01,Paul,Ryan,R,R+3,R+3.34,235
WI-02,Tammy,Baldwin,D,D+11,D+11.39,94
WI-03,Ron,Kind,D,D+2,D+1.54,177
WI-04,Jerry,Kleczka,D,D+18,D+18.16,55
WI-05,Jim,Sensenbrenner,R,R+14,R+14.05,379
WI-06,Tom,Petri,R,R+6,R+6.04,282
WI-07,Dave,Obey,D,EVEN,D+0.08,194
WI-08,Mark,Green,R,R+5,R+4.83,260
WY-00,Barbara,Cubin,R,R+21,R+21.25,421
